Payment Refund ID,Payment ID,Refund Date,Refund Mode,Refund From Account,Amount (BCY),Reference Number,Exchange Rate,Created Time,Last Modified Time
4198696000027326492,4198696000013490070,31 Jul 2025,Bank/Other,4198696000000000361,"CRC 3,025.00",Alexander Araya - Refund unclaimed,CRC 1.00,2025-07-31 14:54:20,2025-07-31 14:54:20
4198696000027326812,4198696000016206373,31 Jul 2025,Bank/Other,4198696000000000361,CRC 329.00,Emanuel Castillo - Refund Unclaimed,CRC 1.00,2025-07-31 15:52:25,2025-07-31 15:52:25
4198696000027401572,4198696000027377223,31 Jul 2025,Efectivo/Cash,4198696000000418009,"CRC 2,600.00",,CRC 1.00,2025-07-31 17:09:43,2025-07-31 17:09:43
4198696000027649021,4198696000019220099,01 Aug 2025,SINPE,4198696000000375167,"CRC 3,300.00",95220151,CRC 1.00,2025-08-01 14:57:07,2025-08-01 14:57:07
4198696000027649045,4198696000027292596,01 Aug 2025,SINPE,4198696000000375167,CRC 500.00,95220151,CRC 1.00,2025-08-01 14:57:51,2025-08-01 14:57:51
4198696000027649301,4198696000027649275,01 Aug 2025,SINPE,4198696000000375167,"CRC 10,000.00",95220151,CRC 1.00,2025-08-01 15:43:16,2025-08-01 15:43:16
4198696000027853067,4198696000027773126,05 Aug 2025,SINPE,4198696000000375167,"CRC 1,000.00",99890902,CRC 1.00,2025-08-05 09:44:33,2025-08-05 09:44:33
4198696000027853043,4198696000027646138,05 Aug 2025,SINPE,4198696000000375167,"CRC 1,000.00",98891807,CRC 1.00,2025-08-05 09:43:29,2025-08-05 09:43:29
4198696000027873191,4198696000026585313,05 Aug 2025,SINPE,4198696000000375167,"CRC 1,225.00",99424578,CRC 1.00,2025-08-05 15:00:46,2025-08-05 15:00:46
4198696000027852778,4198696000026961617,23 Jul 2025,Bank/Other,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-08-05 15:34:22,2025-08-05 15:34:22
4198696000027873215,4198696000027401026,05 Aug 2025,SINPE,4198696000000375167,"CRC 3,000.00",99424578,CRC 1.00,2025-08-05 15:01:20,2025-08-05 15:01:20
4198696000027873239,4198696000027401754,05 Aug 2025,SINPE,4198696000000375167,CRC 800.00,99424578,CRC 1.00,2025-08-05 15:01:41,2025-08-05 15:01:41
4198696000027913572,4198696000027913546,06 Aug 2025,Efectivo/Cash,4198696000000418009,"CRC 7,000.00",498958832,CRC 1.00,2025-08-06 11:29:51,2025-08-06 11:29:51
4198696000028019688,4198696000027952271,07 Aug 2025,SINPE,4198696000000375167,"CRC 5,000.00",92500332,CRC 1.00,2025-08-07 14:42:23,2025-08-07 14:42:23
4198696000028023640,4198696000027999017,07 Aug 2025,SINPE,4198696000000375167,"CRC 1,300.00",92596659,CRC 1.00,2025-08-07 17:29:28,2025-08-07 17:29:28
4198696000028032425,4198696000028032399,08 Aug 2025,Efectivo/Cash,4198696000000418009,"CRC 17,500.00",,CRC 1.00,2025-08-08 10:32:12,2025-08-08 10:32:12
4198696000028230365,4198696000028099089,13 Aug 2025,SINPE,4198696000000375167,"CRC 1,300.00",99306556,CRC 1.00,2025-08-13 10:31:52,2025-08-13 10:31:52
4198696000028230420,4198696000028109673,13 Aug 2025,SINPE,4198696000000375167,"CRC 1,000.00",99304994,CRC 1.00,2025-08-13 10:47:58,2025-08-13 10:47:58
4198696000028248733,4198696000028032449,13 Aug 2025,SINPE,4198696000000375167,"CRC 35,688.00",91379882,CRC 1.00,2025-08-13 12:57:17,2025-08-13 12:57:17
4198696000028248757,4198696000028032973,13 Aug 2025,SINPE,4198696000000375167,"CRC 2,000.00",91382007,CRC 1.00,2025-08-13 12:58:37,2025-08-13 12:58:37
4198696000028497011,4198696000028385268,19 Aug 2025,SINPE,4198696000000375167,"CRC 13,500.00",91352484,CRC 1.00,2025-08-19 09:15:12,2025-08-19 09:15:12
4198696000028504003,4198696000028337168,19 Aug 2025,SINPE,4198696000000375167,"CRC 21,850.00",97069625,CRC 1.00,2025-08-19 09:26:53,2025-08-19 09:26:53
4198696000028504213,4198696000028419559,19 Aug 2025,SINPE,4198696000000375167,"CRC 1,000.00",97071303,CRC 1.00,2025-08-19 10:01:56,2025-08-19 10:01:56
4198696000028535181,4198696000027367122,31 Jul 2025,SINPE,4198696000000375167,"CRC 1,700.00",Alejandro Luna Refund,CRC 1.00,2025-08-19 12:28:38,2025-08-19 12:28:38
4198696000028535157,4198696000026759577,22 Jul 2025,SINPE,4198696000000375167,"CRC 1,500.00",Nebel Duran,CRC 1.00,2025-08-19 12:23:14,2025-08-19 12:23:14
4198696000028801097,4198696000024802114,22 Aug 2025,SINPE,4198696000027079124,CRC 75.00,91446453,CRC 1.00,2025-08-22 15:13:34,2025-08-22 15:13:34
4198696000028801073,4198696000024341471,22 Aug 2025,SINPE,4198696000027079124,CRC 500.00,91446453,CRC 1.00,2025-08-22 15:13:13,2025-08-22 15:13:13
4198696000028801121,4198696000026484561,22 Aug 2025,SINPE,4198696000027079124,CRC 100.00,91446453,CRC 1.00,2025-08-22 15:14:01,2025-08-22 15:14:01
4198696000028917528,4198696000024329888,31 Jul 2025,Bank/Other,4198696000000000361,CRC 65.00,Taller Alexander Refund unclaimed,CRC 1.00,2025-08-26 20:21:13,2025-08-26 20:21:13
4198696000028917720,4198696000019487005,31 Jul 2025,Bank/Other,4198696000000000361,CRC 250.00,Alexander Hernandez - Refund Unclaimed,CRC 1.00,2025-08-26 20:52:29,2025-08-26 20:52:29
4198696000029203630,4198696000029054488,30 Aug 2025,SINPE,4198696000000375167,"CRC 5,000.00",90923020,CRC 1.00,2025-08-30 11:59:12,2025-08-30 11:59:12
4198696000029203704,4198696000029054488,30 Aug 2025,SINPE,4198696000000375167,"CRC 69,000.00",90923020,CRC 1.00,2025-08-30 11:59:34,2025-08-30 11:59:34
4198696000029454569,4198696000029454453,03 Sep 2025,SINPE,4198696000027079124,"CRC 1,300.00",97248702,CRC 1.00,2025-09-03 16:38:19,2025-09-03 16:38:19
4198696000029875418,4198696000029321344,05 Sep 2025,SINPE,4198696000000375167,"CRC 4,600.00",96472399,CRC 1.00,2025-09-05 11:00:49,2025-09-05 11:00:49
4198696000029875503,4198696000029314134,05 Sep 2025,SINPE,4198696000000375167,"CRC 1,200.00",84965515,CRC 1.00,2025-09-05 11:02:01,2025-09-05 11:02:01
4198696000029875529,4198696000029373880,05 Sep 2025,SINPE,4198696000000375167,"CRC 3,001.00",96474936,CRC 1.00,2025-09-05 11:03:23,2025-09-05 11:03:23
4198696000029885049,4198696000029875897,05 Sep 2025,Efectivo/Cash,4198696000000418009,"CRC 49,000.00",,CRC 1.00,2025-09-05 12:44:13,2025-09-05 12:44:13
4198696000028673594,4198696000020306710,21 Aug 2025,BNCR Colones,4198696000000375167,"CRC 1,000.00",99738905,CRC 1.00,2025-08-21 10:42:37,2025-09-05 16:12:02
4198696000028952924,4198696000028794003,25 Aug 2025,BNCR Colones,4198696000000375167,"CRC 5,000.00",94852261,CRC 1.00,2025-08-25 14:46:52,2025-09-05 16:13:25
4198696000028673570,4198696000028621877,21 Aug 2025,BNCR Colones,4198696000000375167,"CRC 4,800.00",99738905,CRC 1.00,2025-08-21 10:42:09,2025-09-05 16:11:41
4198696000028995181,4198696000028952994,27 Aug 2025,BNCR Colones,4198696000000375167,"CRC 6,900.00",96525858,CRC 1.00,2025-08-27 10:05:59,2025-09-05 16:13:45
4198696000028801185,4198696000028752923,22 Aug 2025,BNCR Colones,4198696000000375167,"CRC 8,940.00",91446453,CRC 1.00,2025-08-22 15:15:19,2025-09-05 16:13:06
4198696000028752242,4198696000028730521,22 Aug 2025,BNCR Colones,4198696000000375167,"CRC 13,200.00",90964314,CRC 1.00,2025-08-22 09:22:30,2025-09-05 16:12:49
4198696000029934560,4198696000029836720,08 Sep 2025,SINPE,4198696000000375167,"CRC 41,400.00",90145315,CRC 1.00,2025-09-08 16:29:28,2025-09-08 16:29:28
4198696000028248781,4198696000028230003,13 Aug 2025,SINPE,4198696000000375167,"CRC 2,000.00",99490683,CRC 1.00,2025-08-13 13:00:24,2025-09-09 11:35:31
4198696000030099161,4198696000030023586,11 Sep 2025,SINPE,4198696000000375167,"CRC 4,600.00",2025091115183010952075593,CRC 1.00,2025-09-11 09:45:13,2025-09-11 09:45:13
4198696000030154376,4198696000011852091,03 Sep 2025,SINPE,4198696000000375167,CRC 800.00,96473237,CRC 1.00,2025-09-15 16:39:15,2025-09-15 16:39:15
4198696000030154238,4198696000029425193,04 Sep 2025,SINPE,4198696000000375167,"CRC 2,000.00",98087896,CRC 1.00,2025-09-15 16:28:10,2025-09-15 16:28:10
4198696000030154141,4198696000029373437,03 Sep 2025,SINPE,4198696000000375167,"CRC 39,700.00",96476789,CRC 1.00,2025-09-15 16:20:08,2025-09-15 16:20:08
4198696000030154401,4198696000024290394,03 Sep 2025,SINPE,4198696000000375167,"CRC 1,000.00",96473237,CRC 1.00,2025-09-15 16:41:19,2025-09-15 16:41:19
4198696000030154426,4198696000018735724,03 Sep 2025,SINPE,4198696000000375167,"CRC 2,000.00",96472399,CRC 1.00,2025-09-15 16:43:01,2025-09-15 16:43:01
4198696000030154291,4198696000029800222,12 Sep 2025,SINPE,4198696000000375167,"CRC 26,100.00",90554865,CRC 1.00,2025-09-15 16:31:56,2025-09-15 16:31:56
4198696000030216346,4198696000030200475,16 Sep 2025,SINPE,4198696000000375167,"CRC 2,500.00",93663313,CRC 1.00,2025-09-16 09:34:41,2025-09-16 09:34:41
4198696000030738504,4198696000030723847,19 Sep 2025,Efectivo/Cash,4198696000000418009,"CRC 21,500.00",,CRC 1.00,2025-09-19 14:45:35,2025-09-19 14:45:35
4198696000030746440,4198696000030422118,19 Sep 2025,SINPE,4198696000000375167,"CRC 3,800.00",92169237,CRC 1.00,2025-09-19 16:16:35,2025-09-21 11:16:03
4198696000030946076,4198696000030888765,23 Sep 2025,Efectivo/Cash,4198696000000418009,"CRC 12,000.00",,CRC 1.00,2025-09-23 09:10:17,2025-09-23 09:10:17
4198696000030961280,4198696000030946406,23 Sep 2025,Efectivo/Cash,4198696000000418009,"CRC 1,200.00",,CRC 1.00,2025-09-23 12:33:24,2025-09-23 12:33:24
