Creditnotes refund ID,Refund Date,Account ID,Amount (BCY),Created Time,Last Modified Time
4198696000024581175,01 Jun 2025,4198696000000000361,CRC 100.00,2025-06-12 14:48:20,2025-06-12 14:48:20
4198696000024581203,01 Jun 2025,4198696000000000361,"CRC 1,605.00",2025-06-12 14:49:01,2025-06-12 14:49:01
4198696000024581231,01 Jun 2025,4198696000000000361,"CRC 2,000.00",2025-06-12 14:49:33,2025-06-12 14:49:33
4198696000024581263,01 Jun 2025,4198696000000000361,CRC 300.00,2025-06-12 14:50:22,2025-06-12 14:50:22
4198696000024581291,01 Jun 2025,4198696000000000361,CRC 276.00,2025-06-12 14:54:23,2025-06-12 14:54:23
4198696000024604914,12 Jun 2025,4198696000000418009,"CRC 69,000.00",2025-06-12 16:01:28,2025-06-12 16:01:28
4198696000024678117,13 Jun 2025,4198696000000418009,"CRC 2,000.00",2025-06-13 10:59:50,2025-06-13 10:59:50
4198696000024678211,13 Jun 2025,4198696000000375167,"CRC 9,000.00",2025-06-13 11:09:51,2025-06-13 11:09:51
4198696000024692122,13 Jun 2025,4198696000000375167,"CRC 19,688.00",2025-06-13 13:49:04,2025-06-13 13:49:04
4198696000024818944,17 Jun 2025,4198696000000375167,"CRC 75,400.00",2025-06-17 14:28:03,2025-06-17 14:28:03
4198696000024994712,20 Jun 2025,4198696000000000361,"CRC 10,000.00",2025-06-20 11:18:25,2025-06-20 11:18:25
4198696000025082157,23 Jun 2025,4198696000000418009,"CRC 1,200.00",2025-06-23 14:53:26,2025-06-23 14:53:26
4198696000025145785,24 Jun 2025,4198696000000418009,CRC 300.00,2025-06-24 11:39:45,2025-06-24 11:39:45
4198696000025341980,26 Jun 2025,4198696000000418009,"CRC 19,872.00",2025-06-26 13:29:34,2025-06-26 13:29:34
4198696000025355098,26 Jun 2025,4198696000000418009,"CRC 6,800.00",2025-06-26 13:47:23,2025-06-26 13:47:23
4198696000025368401,26 Jun 2025,4198696000000418009,"CRC 42,000.00",2025-06-26 17:15:23,2025-06-26 17:15:23
4198696000025487811,27 Jun 2025,4198696000000375167,"CRC 35,000.00",2025-06-27 15:07:53,2025-06-27 15:07:53
4198696000025487743,27 Jun 2025,4198696000000375167,"CRC 46,500.00",2025-06-27 15:06:00,2025-06-27 15:06:00
4198696000025661225,30 Jun 2025,4198696000000418009,"CRC 1,288.00",2025-06-30 16:30:06,2025-06-30 16:30:06
4198696000025738404,01 Jul 2025,4198696000000375167,"CRC 52,400.00",2025-07-01 10:40:35,2025-07-01 10:40:35
4198696000025835677,02 Jul 2025,4198696000000418009,"CRC 2,600.00",2025-07-02 13:06:20,2025-07-02 13:06:20
4198696000025872129,02 Jul 2025,4198696000000375167,"CRC 26,000.00",2025-07-02 14:17:32,2025-07-02 14:17:32
4198696000025882926,03 Jul 2025,4198696000000418009,"CRC 17,400.00",2025-07-03 15:26:46,2025-07-03 15:26:46
4198696000025644530,30 Jun 2025,4198696000000375167,"CRC 28,500.00",2025-06-30 14:41:51,2025-07-07 13:36:09
4198696000025758458,30 Jun 2025,4198696000000375167,"CRC 77,000.00",2025-07-01 13:07:36,2025-07-07 13:35:41
4198696000026054387,07 Jul 2025,4198696000000375167,"CRC 84,000.00",2025-07-07 17:01:41,2025-07-07 17:01:41
4198696000026131498,08 Jul 2025,4198696000000418009,"CRC 2,713.00",2025-07-08 15:41:15,2025-07-08 15:41:15
4198696000026131520,08 Jul 2025,4198696000000375167,"CRC 74,000.00",2025-07-08 15:44:39,2025-07-08 15:44:39
4198696000026316237,10 Jul 2025,4198696000000418009,"CRC 13,616.00",2025-07-10 11:31:48,2025-07-10 11:31:48
4198696000026631410,15 Jul 2025,4198696000000418009,"CRC 11,224.00",2025-07-15 15:43:03,2025-07-15 15:43:03
4198696000026759024,18 Jul 2025,4198696000000418009,CRC 200.00,2025-07-18 09:35:09,2025-07-18 09:35:09
4198696000026805080,18 Jul 2025,4198696000000418009,"CRC 79,000.00",2025-07-18 14:11:40,2025-07-18 14:11:40
4198696000026819620,19 Jul 2025,4198696000000375167,"CRC 25,500.00",2025-07-19 11:01:33,2025-07-19 11:01:33
4198696000027105158,24 Jul 2025,4198696000000418009,"CRC 1,000.00",2025-07-24 09:31:37,2025-07-24 09:31:37
4198696000027117827,24 Jul 2025,4198696000000418009,"CRC 25,000.00",2025-07-24 12:49:39,2025-07-24 12:49:39
4198696000027125513,24 Jul 2025,4198696000000418009,"CRC 7,500.00",2025-07-24 15:48:18,2025-07-24 15:48:18
4198696000027125721,24 Jul 2025,4198696000000418009,"CRC 27,572.00",2025-07-24 16:21:58,2025-07-24 16:21:58
4198696000027064182,24 Jul 2025,4198696000000000361,"CRC 24,900.00",2025-07-24 17:40:17,2025-07-24 17:40:17
4198696000027394316,31 Jul 2025,4198696000000375167,"CRC 14,000.00",2025-07-31 14:23:22,2025-07-31 14:23:22
4198696000027394387,31 Jul 2025,4198696000000375167,"CRC 108,000.00",2025-07-31 14:27:07,2025-07-31 14:27:07
4198696000027649069,01 Aug 2025,4198696000000375167,"CRC 8,000.00",2025-08-01 15:01:23,2025-08-01 15:01:23
4198696000027853267,05 Aug 2025,4198696000000418009,"CRC 25,760.00",2025-08-05 11:23:09,2025-08-05 11:23:09
4198696000027873263,05 Aug 2025,4198696000000375167,"CRC 26,000.00",2025-08-05 15:02:03,2025-08-05 15:02:03
4198696000028019619,07 Aug 2025,4198696000000375167,"CRC 14,000.00",2025-08-07 14:39:55,2025-08-07 14:39:55
4198696000028035649,08 Aug 2025,4198696000000418009,"CRC 6,808.00",2025-08-08 15:19:36,2025-08-08 15:19:36
4198696000028099217,11 Aug 2025,4198696000000418009,"CRC 29,000.00",2025-08-11 10:50:33,2025-08-11 10:50:33
4198696000028230389,13 Aug 2025,4198696000000375167,"CRC 48,000.00",2025-08-13 10:46:53,2025-08-13 10:46:53
4198696000028248128,13 Aug 2025,4198696000000418009,"CRC 4,300.00",2025-08-13 11:38:30,2025-08-13 11:38:30
4198696000028333088,14 Aug 2025,4198696000000375167,"CRC 125,000.00",2025-08-14 17:04:19,2025-08-14 17:04:19
4198696000028333057,14 Aug 2025,4198696000000375167,"CRC 8,300.00",2025-08-14 17:03:39,2025-08-14 17:03:39
4198696000028438043,18 Aug 2025,4198696000000418009,"CRC 74,000.00",2025-08-18 15:51:42,2025-08-18 15:51:42
4198696000028504047,19 Aug 2025,4198696000000418009,"CRC 4,400.00",2025-08-19 09:32:20,2025-08-19 09:32:20
4198696000028535256,08 Aug 2025,4198696000000375167,"CRC 47,000.00",2025-08-19 12:42:19,2025-08-19 12:42:19
4198696000028726033,21 Aug 2025,4198696000000418009,"CRC 1,200.00",2025-08-21 11:43:01,2025-08-21 11:43:01
4198696000028794710,22 Aug 2025,4198696000027079124,"CRC 38,500.00",2025-08-22 14:10:35,2025-08-22 14:10:35
4198696000028801414,22 Aug 2025,4198696000000418009,"CRC 38,500.00",2025-08-22 15:44:00,2025-08-22 15:44:00
4198696000028970152,26 Aug 2025,4198696000000418009,"CRC 1,100.00",2025-08-26 11:43:54,2025-08-26 11:43:54
4198696000029054657,28 Aug 2025,4198696000000418009,"CRC 3,924.00",2025-08-28 17:45:38,2025-08-28 17:45:38
4198696000029203289,30 Aug 2025,4198696000000375167,"CRC 115,000.00",2025-08-30 10:32:31,2025-08-30 10:32:31
4198696000029367970,02 Sep 2025,4198696000000418009,"CRC 10,800.00",2025-09-02 12:13:00,2025-09-02 12:13:00
4198696000029800786,04 Sep 2025,4198696000000418009,"CRC 27,800.00",2025-09-04 11:24:02,2025-09-04 11:24:02
4198696000028801929,22 Aug 2025,4198696000000375167,"CRC 6,600.00",2025-08-22 16:55:58,2025-09-05 16:14:11
4198696000029893162,05 Sep 2025,4198696000000418009,"CRC 21,800.00",2025-09-05 17:05:57,2025-09-05 17:05:57
4198696000029054310,28 Aug 2025,4198696000000375167,"CRC 18,478.00",2025-08-28 17:29:01,2025-09-05 16:14:42
4198696000029890979,05 Sep 2025,4198696000000375167,"CRC 70,200.00",2025-09-05 16:07:47,2025-09-05 16:07:47
4198696000028966940,26 Aug 2025,4198696000000375167,"CRC 120,300.00",2025-08-26 10:57:17,2025-09-05 16:14:28
4198696000029916448,08 Sep 2025,4198696000000375167,"CRC 46,550.00",2025-09-08 09:35:28,2025-09-08 09:35:28
4198696000029985766,09 Sep 2025,4198696000000418009,"CRC 24,900.00",2025-09-09 13:28:57,2025-09-09 13:28:57
4198696000030099101,11 Sep 2025,4198696000000375167,"CRC 3,300.00",2025-09-11 09:41:03,2025-09-11 09:41:03
4198696000030099129,11 Sep 2025,4198696000000375167,"CRC 22,930.00",2025-09-11 09:43:05,2025-09-11 09:43:05
4198696000030200847,12 Sep 2025,4198696000000375167,"CRC 75,050.00",2025-09-12 15:33:48,2025-09-12 15:33:48
4198696000030154206,05 Sep 2025,4198696000000375167,"CRC 52,000.00",2025-09-15 16:26:46,2025-09-15 16:26:46
4198696000030154316,12 Sep 2025,4198696000000375167,CRC 500.00,2025-09-15 16:32:31,2025-09-15 16:32:31
4198696000030154344,12 Sep 2025,4198696000000375167,"CRC 27,000.00",2025-09-15 16:33:27,2025-09-15 16:33:27
4198696000030216314,16 Sep 2025,4198696000000375167,"CRC 148,000.00",2025-09-16 09:32:08,2025-09-16 09:32:08
4198696000030233921,16 Sep 2025,4198696000000418009,"CRC 66,240.00",2025-09-16 14:08:14,2025-09-16 14:08:14
4198696000030738102,19 Sep 2025,4198696000000418009,"CRC 13,000.00",2025-09-19 13:32:27,2025-09-19 13:32:27
4198696000030746003,19 Sep 2025,4198696000000418009,"CRC 3,300.00",2025-09-19 15:06:29,2025-09-19 15:06:29
4198696000030888438,22 Sep 2025,4198696000000418009,"CRC 5,200.00",2025-09-22 12:57:37,2025-09-22 12:57:37
4198696000030971834,23 Sep 2025,4198696000000418009,"CRC 4,900.00",2025-09-23 15:04:51,2025-09-23 15:04:51
4198696000031051333,24 Sep 2025,4198696000000375167,"CRC 72,000.00",2025-09-24 09:18:25,2025-09-24 09:18:25
4198696000031149518,25 Sep 2025,4198696000000418009,"CRC 91,600.00",2025-09-25 10:11:24,2025-09-25 10:11:24
4198696000031175231,25 Sep 2025,4198696000000418009,"CRC 26,036.00",2025-09-25 15:36:21,2025-09-25 15:36:21
4198696000031270987,27 Sep 2025,4198696000000418009,"CRC 7,110.00",2025-09-27 12:38:01,2025-09-27 12:38:01
4198696000031368061,29 Sep 2025,4198696000000375167,"CRC 38,700.00",2025-09-29 09:28:51,2025-09-29 09:28:51
4198696000031477057,30 Sep 2025,4198696000000375167,"CRC 22,207.99",2025-09-30 16:51:27,2025-09-30 16:51:27
4198696000031471000,30 Sep 2025,4198696000000375167,"CRC 12,450.00",2025-09-30 16:47:26,2025-09-30 16:47:26
4198696000031525367,01 Oct 2025,4198696000000418009,"CRC 7,912.00",2025-10-01 14:13:29,2025-10-01 14:13:29
4198696000031525667,01 Oct 2025,4198696000000418009,"CRC 45,000.00",2025-10-01 15:18:03,2025-10-01 15:18:03
4198696000031530169,01 Oct 2025,4198696000000418009,"CRC 29,716.00",2025-10-01 16:11:38,2025-10-01 16:11:38
4198696000031525757,01 Oct 2025,4198696000000418009,"CRC 6,440.00",2025-10-01 15:42:50,2025-10-01 15:42:50
4198696000031558109,16 Sep 2025,4198696000000375167,"CRC 38,200.00",2025-10-02 13:59:18,2025-10-02 14:46:10
4198696000031566745,03 Oct 2025,4198696000000418009,"CRC 35,328.00",2025-10-03 09:25:57,2025-10-03 09:25:57
4198696000031594830,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 09:38:34,2025-10-03 09:38:34
4198696000031594750,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 09:37:14,2025-10-03 09:37:14
4198696000031598065,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 10:05:14,2025-10-03 10:05:14
4198696000031594781,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 09:37:35,2025-10-03 09:38:17
4198696000031598092,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 10:05:38,2025-10-03 10:05:38
4198696000031594857,03 Oct 2025,4198696000000000361,CRC 0.01,2025-10-03 09:57:39,2025-10-03 09:57:39
4198696000031627028,04 Oct 2025,4198696000000418009,"CRC 7,363.99",2025-10-04 11:38:15,2025-10-04 11:38:15
4198696000031758486,06 Oct 2025,4198696000000418009,"CRC 4,900.00",2025-10-06 16:08:12,2025-10-06 16:08:12
4198696000031758679,06 Oct 2025,4198696000000418009,"CRC 7,200.00",2025-10-06 16:13:23,2025-10-06 16:13:23
4198696000031877202,08 Oct 2025,4198696000000418009,"CRC 22,705.00",2025-10-08 15:41:29,2025-10-08 15:41:29
4198696000032056917,10 Oct 2025,4198696000000418009,"CRC 142,600.00",2025-10-10 17:18:30,2025-10-10 17:18:30
4198696000031798373,07 Oct 2025,4198696000000375167,"CRC 28,000.00",2025-10-07 14:36:06,2025-10-12 16:44:31
4198696000032164305,12 Oct 2025,4198696000000375167,CRC 800.00,2025-10-12 16:49:43,2025-10-12 16:49:43
4198696000032164084,02 Oct 2025,4198696000000375167,"CRC 44,800.00",2025-10-12 16:15:42,2025-10-12 16:15:42
4198696000032253257,14 Oct 2025,4198696000000418009,"CRC 191,520.00",2025-10-14 14:54:55,2025-10-14 14:54:55
4198696000032269749,15 Oct 2025,4198696000000418009,"CRC 46,920.00",2025-10-15 14:14:30,2025-10-15 14:14:30
4198696000032337750,16 Oct 2025,4198696000000418009,"CRC 2,500.00",2025-10-16 12:02:18,2025-10-16 12:02:18
4198696000032470141,17 Oct 2025,4198696000000418009,"CRC 61,380.00",2025-10-17 15:18:25,2025-10-17 15:18:25
4198696000032492950,20 Oct 2025,4198696000000418009,"CRC 12,512.00",2025-10-20 10:49:16,2025-10-20 10:49:16
4198696000032749311,20 Oct 2025,4198696000000418009,"CRC 75,000.00",2025-10-20 14:16:18,2025-10-20 14:16:18
4198696000032971410,22 Oct 2025,4198696000000418009,"CRC 8,869.00",2025-10-22 14:36:17,2025-10-22 14:36:17
4198696000032971383,22 Oct 2025,4198696000000418009,"CRC 10,800.00",2025-10-22 14:36:00,2025-10-22 14:36:00
4198696000033034694,23 Oct 2025,4198696000000418009,"CRC 8,647.89",2025-10-23 11:13:43,2025-10-23 11:13:43
4198696000033050009,23 Oct 2025,4198696000000418009,"CRC 27,700.00",2025-10-23 16:27:10,2025-10-23 16:27:10
4198696000033113890,25 Oct 2025,4198696000000418009,"CRC 7,800.00",2025-10-25 13:02:26,2025-10-25 13:02:26
4198696000033321846,29 Oct 2025,4198696000000000361,CRC 1.00,2025-10-29 10:10:51,2025-10-29 10:10:51
4198696000033321958,29 Oct 2025,4198696000000000361,CRC 0.01,2025-10-29 10:11:19,2025-10-29 10:11:19
4198696000033321904,29 Oct 2025,4198696000000000361,CRC 6.01,2025-10-29 10:11:07,2025-10-29 10:11:07
4198696000033361016,29 Oct 2025,4198696000000000361,CRC 0.99,2025-10-29 10:11:32,2025-10-29 10:11:32
4198696000033321931,29 Oct 2025,4198696000000000361,CRC 9.99,2025-10-29 10:11:13,2025-10-29 10:11:13
4198696000033321873,29 Oct 2025,4198696000000000361,CRC 0.01,2025-10-29 10:10:58,2025-10-29 10:10:58
4198696000033321989,29 Oct 2025,4198696000000000361,CRC 8.00,2025-10-29 10:11:25,2025-10-29 10:11:25
4198696000033375340,30 Oct 2025,4198696000000375167,"CRC 78,000.00",2025-10-30 09:06:02,2025-10-30 09:06:02
4198696000033407656,31 Oct 2025,4198696000000375167,"CRC 29,900.00",2025-10-31 14:25:31,2025-10-31 14:25:31
4198696000033407711,31 Oct 2025,4198696000000375167,"CRC 42,872.20",2025-10-31 14:27:12,2025-10-31 14:27:12
4198696000033472633,01 Nov 2025,4198696000000418009,"CRC 4,800.00",2025-11-01 12:12:31,2025-11-01 12:12:31
4198696000033560454,04 Nov 2025,4198696000000418009,"CRC 32,015.16",2025-11-04 11:42:54,2025-11-04 11:42:54
4198696000034269894,08 Nov 2025,4198696000000418009,"CRC 8,800.00",2025-11-08 10:35:37,2025-11-08 10:35:37
4198696000034394986,10 Nov 2025,4198696000000418009,CRC 500.00,2025-11-10 12:33:25,2025-11-10 12:33:25
