Item Name,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
"ROL BOCINA DEL. SUZ. SIDEKICK,TRACKER. 94/ 41X68X40X35,",10,10.00,"62,123.89","CRC 51,100.00","$11,023.89"
54500-4EA0B TIJ.SUS. RH INF / NISS- QASHQAI 4X2 14-22,1,1.00,"30,973.45","CRC 19,950.00","$11,023.45"
54501-4EA0B TIJ.SUS. LH INF / NISS- QASHQAI 4X2 14-22,1,1.00,"30,973.45","CRC 19,950.00","$11,023.45"
KIT CLUTCH SUZ VITARA PLUS 1.6cc,1,1.00,"76,938.05","CRC 65,917.24","$11,020.81"
SOP.MOT. RH / MOD: SUZ-SWIFT /11-18 MT-ATM 4X2,1,1.00,"42,300.88","CRC 31,281.00","$11,019.88"
"CR0334 ROTULA CREMALLERA LH-RH TIPO: ORDI / KIA-K2700 4X2 04-20 /M.18X14X272,5",2,2.00,"16,814.16","CRC 5,800.00","$11,014.16"
ROTULA ESTAB NS NP300 16- DEL RH SL-N800R,5,5.00,"42,461.96","CRC 31,450.00","$11,011.96"
FAJA HYUNDAI I10 MOT 1.2 07 FROMTIER 2.4  KA24 5PK1245,8,8.00,"38,672.58","CRC 27,660.72","$11,011.86"
SENSOR DE VELOCIDAD HYUNDAI,1,1.00,"30,619.47","CRC 19,609.05","$11,010.42"
ROTULA DIRECCION RH NISSAN TIIDA 2006-2018,5,5.00,"50,615.91","CRC 39,610.05","$11,005.86"
CB-3892A BRG BIELA STD ACCENT BLUE,3,3.00,"31,504.43","CRC 20,500.00","$11,004.43"
P EJE HY TUCSON IX35 06-DSL KIA CARNIVAL SPORTAGE SEDONA 05,2,2.00,"41,628.32","CRC 30,624.54","$11,003.78"
BOMBA AGUA BMW 4CIL 88/9,1,1.00,"42,300.88","CRC 31,300.00","$11,000.88"
TIJERETA MB OUTLANDER 03- DEL INF LH,1,1.00,"38,428.32","CRC 27,428.00","$11,000.32"
TIJERETA MB OUTLANDER 03- DEL INF RH,1,1.00,"38,428.32","CRC 27,428.00","$11,000.32"
BOCINA TY HIACE 87-96 LH112 LH172 DEL,1,1.00,"28,938.05","CRC 17,941.00","$10,997.05"
TIJERETA MZ CX9 07-15 DEL INF RH,1,1.00,"55,398.23","CRC 44,402.00","$10,996.23"
SB-4982 ROT INF FRONTIER D40 05- 40160-EA00A 4,2,2.00,"41,592.92","CRC 30,600.00","$10,992.92"
AMORTIGUADOR DELANTERO HONDA CIVIC 03-05 (LH) 2000CC G. EP3 16MM,1,1.00,"49,734.51","CRC 38,745.00","$10,989.51"
AMORTIGUADOR DELANTERO HONDA CIVIC 03-05 (RH) 2000CC G. EP3 16MM,1,1.00,"49,734.51","CRC 38,745.00","$10,989.51"
"""PC460235-1152 DERECHA SENTRA 00-04 XTERRA 05-12 PATHFINDER 05-12 MURANO 03-07""",1,1.00,"30,973.45","CRC 20,000.00","$10,973.45"
SENSOR O2 ATOS I10 PICANTO 04-15 MOTOR 1.0 1.1,1,1.00,"30,973.45","CRC 20,000.00","$10,973.45"
HOUSING (BASE) SENSOR COOLANT HY. ELANTRA 1.8 11-14 (C/SENSOR),1,1.00,"30,265.00","CRC 19,300.00","$10,965.00"
BUS.TEN. TRAS TIPO: ARRASTRE / MOD: TOY-YARIS /99-05 4X2 /M.12X55X80,2,2.00,"41,946.90","CRC 30,984.00","$10,962.90"
TIJERETA RH. SUZ. SWIFT. 04/11,2,2.00,"41,946.90","CRC 30,986.80","$10,960.10"
PASTILLA FRENO DISCOVERY SPORTS 15- / evoque 16- / DELANTERA,1,1.00,"40,460.00","CRC 29,500.00","$10,960.00"
TACO NISSAN  12.5 FRESADO 45X28.CHANFLEADO.,43,43.00,"25,238.98","CRC 14,279.87","$10,959.11"
FAJA DIST CH SPARK/DW MATIZ 800 CC107D,1,1.00,"24,424.78","CRC 13,467.40","$10,957.38"
"TIJ.SUS. LH INF / TOY-RAV4 4X2-4X4 01-05 /M.353X359,5",1,1.00,"30,449.56","CRC 19,500.00","$10,949.56"
BOMBA PRINCIPAL FRENO MAZDA B2000 2600 7/8,1,1.00,"42,035.40","CRC 31,088.16","$10,947.24"
"""Am.DAI Terios 97-00 Tras R/L J100 Gas (4853087401) """,2,2.00,"41,946.90","CRC 31,000.00","$10,946.90"
FILTRO AIRE BMW X5 09-14 3.0 DIESEL AF3221 CA11013,1,1.00,"15,265.49","CRC 4,321.76","$10,943.73"
RADIADOR HY ACCENT 00-05 MTM LARGA 335 X 638 X PA16,1,1.00,"55,932.74","CRC 44,990.00","$10,942.74"
RADIADOR HY ACCENT/RIO 11-18,1,1.00,"55,932.74","CRC 44,990.00","$10,942.74"
EMPAQUE CABEZOTE MD365937 4G94,1,1.00,"30,442.48","CRC 19,500.00","$10,942.48"
PASTILLA FRENO CERAMICA KIA K2700 ASIA TOPIC BONGO,2,2.00,"42,123.90","CRC 31,188.70","$10,935.20"
Soporte motor RH-Toyota-Yaris-06-16-1NZ-MT-(Hidraulico),1,1.00,"28,673.00","CRC 17,750.00","$10,923.00"
BOMBA AUXILIAR CLUTCH ISUZU NPR NHR NKR ELF 88- 1 1/16,3,3.00,"45,479.64","CRC 34,560.00","$10,919.64"
EMPAQUE CARTER CHEVROLET 5.3L,1,1.00,"41,858.41","CRC 30,945.00","$10,913.41"
RACK END IMPREZA 93-00/LEGACY 89-03 SR-6660,2,2.00,"24,371.68","CRC 13,461.60","$10,910.08"
BUJIA PRECALENTAMIENTO HKT YD22DD/YD25DDTI 99- - CP-72,4,4.00,"66,902.65","CRC 56,000.00","$10,902.65"
Filtro Aceite Toyota Hilux 2016/Current GUN125L-DGFXHF,8,8.00,"16,439.42","CRC 5,544.00","$10,895.42"
DISCO F SZ DEL AERIO 00- ESTEEM 95-02 BALENO 1.6,2,2.00,"26,548.67","CRC 15,655.84","$10,892.83"
DISCO FRENO NISSAN DELANTERO SENTRA B13 91-,4,4.00,"64,725.67","CRC 53,834.64","$10,891.03"
SET CABLES DE BUJIA COROLLA/ CONQ. 1.3 2E/ STARLET 2EE IMPORTS .,5,5.00,"18,796.65","CRC 7,920.00","$10,876.65"
ROTULA SUSP TY TACOMA 2WD 95-03 SUP LH SB-3611L,4,4.00,"28,028.32","CRC 17,160.00","$10,868.32"
COMP HY H1 CARGO LH DEL 15-,1,1.00,"33,628.32","CRC 22,763.80","$10,864.52"
COMP HY H1 CARGO RH DEL 15-,1,1.00,"33,628.32","CRC 22,763.80","$10,864.52"
PUNTA DE EJE HONDA CIVIC 06- T/M 1.8  26x24x58 externa,2,2.00,"41,592.92","CRC 30,731.06","$10,861.86"
PUNTA DE EJE MITSUBISHI SPORTERO L200 05- 30x35x69 externa,2,2.00,"41,592.92","CRC 30,731.06","$10,861.86"
CLUTCH KIT TY COROLLA TERCEL 4AF 7AF 1ZZ 2ZZ 3E 5E YARIS (2)TODOS,2,2.00,"109,439.82","CRC 98,580.04","$10,859.78"
BOMBA ACEITE15010-21001 KA24 Z20 Z22 Z24,1,1.00,"41,858.41","CRC 31,000.00","$10,858.41"
SET EMPAQUES MOTOR NEW PICANTO 1.211-19/i10 1.2 G4LA (grafito),1,1.00,"41,858.41","CRC 31,000.00","$10,858.41"
SOP MOT LH SUZUKI CELERIO 10/15,2,2.00,"47,592.92","CRC 36,738.00","$10,854.92"
PUNTA DE EJE HD CRV 4WD 97-05 INT LH HEMBRA ACCORD 92- CIVIC HATCB,2,2.00,"41,769.92","CRC 30,917.20","$10,852.72"
FAJA AUT  MONTERO 4M40 ALT 2XCARRO GMC 4D56 2.8 15385,6,6.00,"20,530.97","CRC 9,685.28","$10,845.69"
"ROT. DIR. EXT. LH. HYU. ELANTRA. 10/16, VELOSTER. 12/16, CEKH-48L, SEK-8141L",4,4.00,"42,934.52","CRC 32,090.00","$10,844.52"
CUERDA DE PITO HYUNDAI,1,1.00,"41,769.91","CRC 30,929.20","$10,840.71"
POLEA TENSORA SUZ. JIMMY. 98/ M13 AERIO. M15. M18. GRAND VITARA. 05/16,2,2.00,"46,088.49","CRC 35,248.50","$10,839.99"
SOP.COM. DEL LH-RH TIPO: CON ROL/ MOD,2,2.00,"39,823.01","CRC 28,990.00","$10,833.01"
BOCINA TRASERO NISSAN SENTRA B17 ABS,1,1.00,"41,681.42","CRC 30,852.79","$10,828.63"
B.P.F 7/8 HONDA CIVIC 01-06 C/ABS EX,1,1.00,"55,525.66","CRC 44,700.00","$10,825.66"
ZAPATA FRENO KIA PICANTO 17-,2,2.00,"27,743.68","CRC 16,922.76","$10,820.92"
MOTOR DE ESCOBILLAS TOYOTA HILUX VIGO 2012  .,1,1.00,"15,929.20","CRC 5,109.50","$10,819.70"
ROLL BOC DEL INT TY HILUX RUNNER -99 MB SPORT -00 KOYO,7,7.00,"59,469.03","CRC 48,650.00","$10,819.03"
FILTRO DE AIRE TOYOTA YARIS 1.3 2NZFE/ 1.8 2ZRFE/ COROLLA 1.3 1NRFE/ 1.4 4ZZFE 1.6 1ZZFE VIOS ALLION 1NZFE IMPORT,7,7.00,"15,663.71","CRC 4,851.00","$10,812.71"
"TIJERETA LH. DAIH. TERIOS, RUSH. 18/",1,1.00,"45,176.99","CRC 34,380.00","$10,796.99"
TIJERETA LH MITSUBISHI LANCER 07-13,2,2.00,"48,592.92","CRC 37,800.00","$10,792.92"
DISCO F SZ DEL SWIFT01-15 CHEVROLET AVEO 04-14 KALOS BERLINA,2,2.00,"39,292.04","CRC 28,500.00","$10,792.04"
MONROE AMORTIGUADOR HYUNDAI CRETA 2016- RR,2,2.00,"55,362.83","CRC 44,575.20","$10,787.63"
TIJERETA LH/RH KIA PEIDE FESTIVA 87/90,2,2.00,"41,592.92","CRC 30,806.06","$10,786.86"
BUSHING TENSORA TRASERA MITSUBISHI LANCER MIRAGE -00-07- ARRASTRE M-12X81X75,4,4.00,"40,707.96","CRC 29,922.00","$10,785.96"
BOMBA FRENO TY COROLLA 92-01 AE/EE/CE100/101/102/103/1/11 13/16,1,1.00,"39,203.54","CRC 28,430.00","$10,773.54"
"PIÑON VVTI. TOY. RAV4. 00/11, 1AZ-FE, 2AZ-FE,",1,1.00,"47,521.24","CRC 36,750.00","$10,771.24"
CONECTA MODULO BOMBA GAS. TY COROLLA/YARIS SEDAN/ACC/VERNA/RIO 06-,5,5.00,"40,265.50","CRC 29,500.00","$10,765.50"
BUS.TIJ. DEL SUP / MOD: HYUN-TERRACAN /01-07 4X2-4X4 /M.17X43X48,4,4.00,"21,238.94","CRC 10,476.00","$10,762.94"
SENSOR POSICION ACELERADOR TOYOYA 4 LINEAS,1,1.00,"28,761.06","CRC 18,000.00","$10,761.06"
SENSOR DE VELOCIDAD ABS HYUNDAI,1,1.00,"36,637.17","CRC 25,880.39","$10,756.78"
Bush-Ten-Tras-Nissan-Tiida-06-19-Versa-06-11-Kicks-16-23-Arrastre M-12X65X91,4,4.00,"36,076.10","CRC 25,320.00","$10,756.10"
SENSOR 234-4215 234-4205 250-24154 FLANGER GRANDE 234-4153 8946519675 COROLLA 1ZZ-FE 97,1,1.00,"35,752.21","CRC 25,000.00","$10,752.21"
FILTRO DE AIRE HONDA JAZZ 1.3/ 1.4/ 1.5 FIT/ BRIO 1.2 200 .,4,4.00,"13,274.34","CRC 2,530.00","$10,744.34"
DISCO F MB TRAS MONTERO SPORT 14-,2,2.00,"41,238.94","CRC 30,500.00","$10,738.94"
BOCINA TRASERO TOYOTA RAV4 XA20 00-05 S/ABS,1,1.00,"41,238.94","CRC 30,500.26","$10,738.68"
EMP. CABEZOTE SZ. IGNIS 1.3 03-06/SWIFT 1.3 06-09/SX4/AERIO M13A/M16 (grafito),3,3.00,"31,132.96","CRC 20,400.00","$10,732.96"
BATERIA AUTOCRAFT GARANTIA GRUPO C NS40ZLA-MF,2,2.00,"90,732.75","CRC 80,000.00","$10,732.75"
ROT SUSP SUP RH LH HYUNDAI TERRACAN 01/07 CBKH-25,4,4.00,"40,707.96","CRC 29,976.00","$10,731.96"
PUNTA DE EJE HONDA CRV C/ABS PRELUDE 98-  28x32x64 externa,2,2.00,"50,707.96","CRC 39,980.00","$10,727.96"
SET DIST HYUNDAI 4D56 95961-95724,1,1.00,"41,327.43","CRC 30,600.00","$10,727.43"
FOCO TRASERO (STOP) RH TOYOTA HILUX YN 55 - 65 HUECO DESCENTRADO,5,5.00,"16,088.49","CRC 5,362.50","$10,725.99"
FOCO TRASERO (STOP) RH TOYOTA HILUX YN55 - 65 HUECO DESCENTRADO,5,5.00,"16,088.49","CRC 5,362.50","$10,725.99"
ZAPATA FRENO TOYOTA RAV4 03-05 CAMRY TRAS,3,3.00,"42,566.37","CRC 31,852.02","$10,714.35"
COMPENSADOR MITSUBISHI LANCER 1.5 1.8 2.0 08- RH,1,1.00,"29,646.02","CRC 18,934.63","$10,711.39"
"COMP MB LANCER 1,5 1,8 2,0 08- LH",1,1.00,"29,646.00","CRC 18,934.63","$10,711.37"
"22690-88G01 250-23503 234-3307 3L PATHFINDER D21 3,0 TRACERO TITANIO",1,1.00,"40,707.96","CRC 30,000.00","$10,707.96"
ENVASE AGUA RADIADOR,1,1.00,"30,973.45","CRC 20,265.49","$10,707.96"
MAS45555L SENTRA 1.8L 03-06PASTILLA 5PIN,1,1.00,"40,707.96","CRC 30,000.00","$10,707.96"
PUNTA EJE TOYOTA COROLLA AE101 92-,2,2.00,"43,539.82","CRC 32,835.52","$10,704.30"
KIT CLUTCH NIS SENTRA 1.8,1,1.00,"68,734.51","CRC 58,031.89","$10,702.62"
ROL BOCINA TRASERO MITSUBISHI LANCER 08- OUTLANDER C/ABS 5/TACOS,1,1.00,"41,238.94","CRC 30,537.92","$10,701.02"
LINGA DE CARGA PESADA CON COLA,4,4.00,"16,789.48","CRC 6,094.00","$10,695.48"
TIJERETA LH. SUZ. ERTIGA. 12/18,1,1.00,"46,238.94","CRC 35,547.50","$10,691.44"
TIJERETA RH. SUZ. ERTIGA. 12/18,1,1.00,"46,238.93","CRC 35,547.50","$10,691.43"
18855-10080 BUIJIAS IRIDIUN LARGA HYUNDAI BLUE CERATO I10 ACCORD PILOT 08+,4,4.00,"30,690.28","CRC 20,000.00","$10,690.28"
BEARING BANCADA 0.20 Z20/22/24 MS-1183,1,1.00,"25,840.71","CRC 15,151.50","$10,689.21"
SOP.COM. DEL LH-RH / MOD: MIT-OUTLANDER /02-06,3,3.00,"33,185.84","CRC 22,500.00","$10,685.84"
BOMBA PRINCIPAL CLUTCH ISUZU DMAX 3.0DSL07-12 2.5 02- KB 04- 5/8 RODEO NPR,2,2.00,"44,176.99","CRC 33,494.42","$10,682.57"
TIJERETA LH. MIT. MIRAGE. 14/20,1,1.00,"35,575.22","CRC 24,897.50","$10,677.72"
COMP HY STAREX H1 08- TRAS B/B,2,2.00,"38,938.05","CRC 28,262.00","$10,676.05"
AMORTIGUADOR KIA SOUL  -14 Del LH Gas,1,1.00,"48,424.78","CRC 37,752.98","$10,671.80"
TAMBOR FRENO TOYOTA COROLLA CORAXI 05-11 YARIS 11- BYD FRENO3,2,2.00,"41,061.95","CRC 30,392.48","$10,669.47"
"TIJERETA INF. LH. H1, HYU. STAREX, GRAND STAREX, 07/17, CQKH-65L",1,1.00,"41,061.95","CRC 30,392.55","$10,669.40"
"TIJERETA INF. RH. HYU. STAREX, GRAND STAREX, H1. 07/17, CQKH-65R",1,1.00,"41,061.95","CRC 30,392.55","$10,669.40"
Barra-Ten-Tras-LH-Inf-Toyota-Rav4-01-05- M-17.5MM,2,2.00,"38,053.10","CRC 27,390.00","$10,663.10"
PASTILLA FRENO CERAMICA HONDA CIVIC D560 -00 ACCORD,3,3.00,"40,353.99","CRC 29,697.30","$10,656.69"
PUNTA DE EJE SUZUKI SWIFT CELERIO SF413 SF310 89- 22x19x35 interna,3,3.00,"40,619.46","CRC 29,963.88","$10,655.58"
"ROT. ESTAB. DEL. RH/LH. TOY. CAMRY. 01/06, PREVIA, 00-- HIGHLANDER. 00/19, 4X4, SOUEST, DX3,19, 4X2, SL-3750,TIPO Z. 290X12",4,4.00,"32,743.37","CRC 22,100.00","$10,643.37"
JGO EMP T.V 4G93 MIRAGE SOHC 96 -JVS-30254,2,2.00,"46,438.94","CRC 35,800.00","$10,638.94"
ESCOBILLA LIMPIAPARABRISAS FELXIBLE 24/ 600 MM AMAROK,2,2.00,"40,884.96","CRC 30,250.00","$10,634.96"
AMARTIGUADOR TRASERO TERRACAN 2001,2,2.00,"40,530.97","CRC 29,900.00","$10,630.97"
ROT SUSP RH/LH TOYOTA COROLLA 83/87 TOYOTA CORONA 83/85 SB-2542 43330-29135,4,4.00,"35,044.24","CRC 24,413.96","$10,630.28"
"P EJE SZ SX4 4X4 1,6 06-12",2,2.00,"40,884.96","CRC 30,256.06","$10,628.90"
BOMBA AUX DE CLUTCH CIV 06+K20 167-4421,1,1.00,"38,946.90","CRC 28,319.00","$10,627.90"
JGO EMP MOTOR SZ VITARA/BALENO 1.6 16V G16B,2,2.00,"54,223.00","CRC 43,600.00","$10,623.00"
DISCO DE FRENO NISSAN XTRAIL/XTERRA 2.5,2,2.00,"53,897.35","CRC 43,277.44","$10,619.91"
RETENEDOR  CIGUEÑAL TRASERO RIO1.5B3/B5/MAZDA323(83x100x9)NJ650,5,5.00,"31,415.95","CRC 20,798.00","$10,617.95"
BUSH PUNTA TIJ DEL HONDA CIVIC 01-10 CRV 02-06 M-14X66X32X63,12,12.00,"36,106.21","CRC 25,490.00","$10,616.21"
AC1004 SENTRA PLATINA,1,1.00,"30,600.00","CRC 20,000.00","$10,600.00"
DISCO F HY DEL TUCSON 21-KIA SPORTAGE SONATA 19-,2,2.00,"47,584.07","CRC 36,988.78","$10,595.29"
TIJERETA SUPERIOR COMPLETA RH/LH ISUZU KB 1989-1998 .,1,1.00,"16,814.16","CRC 6,220.50","$10,593.66"
Bomba de Agua Honda Civic EG 1995,2,2.00,"17,123.90","CRC 6,545.00","$10,578.90"
SOP. TRANSMISION SUZUKI SWIFT L3 1.0 2018-2022 STD. TURBO,1,1.00,"40,707.96","CRC 30,130.20","$10,577.76"
BOBINA IGNICION NIS. PLATINA. 02/10,4,4.00,"43,831.85","CRC 33,257.28","$10,574.57"
GALLETA DE COMPENSADOR DELANTERO TOYOTA CONQUEST/ COROLLA 1991-2002/ TAZZ 2001-200 TOYOTA RUNX 2000-,3,3.00,"17,844.25","CRC 7,276.50","$10,567.75"
BOTA P/PUNTA DE EJE INTERNA TOYOTA CAMRY 2.0L ALLION IPSUM NADIA KLUGER NOAH VOXY RE .,7,7.00,"15,610.61","CRC 5,043.50","$10,567.11"
SOPORTE MOTOR RH TIPO: HIDRAULICO / MOD: HYUNDAI-ACCENT /06-10 MT-ATM 4X2 (DISTRI),1,1.00,"27,433.63","CRC 16,875.00","$10,558.63"
"POLEA TENSORA COMPLETA NIS. FRONTIER. 05/09, KA24DE, NAVARA, NP300 D40T, 08/16, QR25, D40T",1,1.00,"35,398.23","CRC 24,840.00","$10,558.23"
FAJA ALT. SENTRA CRV SIDEKICK 4PK0825 4PK0830,7,7.00,"27,005.32","CRC 16,452.30","$10,553.02"
COMPENSADOR CH AVEO 02-11 / KALOS 02-11 CON GRADA TRAS,2,2.00,"40,530.97","CRC 29,980.00","$10,550.97"
Tijereta Inferior LH Toyota Corolla Japanese AE100/AE101,1,1.00,"16,814.16","CRC 6,264.50","$10,549.66"
Tijereta Inferior RH Toyota Corolla Japanese AE100/AE101,1,1.00,"16,814.16","CRC 6,264.50","$10,549.66"
ZAPATA FRENO HONDA CIVIC 84-95,7,7.00,"44,026.57","CRC 33,483.52","$10,543.05"
COMP MZ 323 FD PROTEGE 00- BJ 1.3/1.6/1.8/2.0 RH TRAS,1,1.00,"40,442.48","CRC 29,900.00","$10,542.48"
DISCO FRENO TOYOTA DELANTERO TACOMA 2W 95-03,2,2.00,"40,353.98","CRC 29,812.40","$10,541.58"
BUSH-TEN-TRAS-TOYOTA-YARIS-ECHO-00-05-ARRASTRE M-12X55.5X80,2,2.00,"40,530.97","CRC 29,990.00","$10,540.97"
B P FRENO TY TACOMA SEQUOIA TUNDRA 07-14 15/16 S10,1,1.00,"40,442.48","CRC 29,905.00","$10,537.48"
1C232-19700 MODULO ABANICOS MITSUBSHI,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
"234-4329 234-4392 234-4390 S1 MAZDA 3 6 1,6L NACIONAL GRIS",1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
27301--23500 UF-340 BOBINA ELANTRA,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
JUEGO DE ANILLOS STD,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
PISTONES 030 ACCENT 76.25 - 51104/23410-22110/6,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
SENSOR OXIGENO JETTA /AUDI CROSSFOX,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
SENSOR OXYGENO RENAULD,1,1.00,"30,530.97","CRC 20,000.00","$10,530.97"
TIJERETA SUPERIOR MITSUBISHI SPORTERO L/H,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
TIJERETA SUPERIOR MITSUBISHI SPORTERO R/H,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
VALVE-SOLENOID 23796-ZE00C,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
VALVULA EGR MONTERO SPORT 3.0,1,1.00,"40,530.97","CRC 30,000.00","$10,530.97"
ROL BOCINA TRASERO SUZUKI SWIFT 04-11 SUZUKI CELERIO,5,5.00,"43,688.50","CRC 33,161.70","$10,526.80"
CLUTCH KIT HYUNDAI EXCEL 1.5 HYUNDAI ACCENT 1.3 MITSUBISHI 86-89 CARBURADO (2) 5008,1,1.00,"40,442.48","CRC 29,916.78","$10,525.70"
SWITCH DE TEMPERATURA 2 PINES TOYOTA HILUX 2.7/ LAND CRUISER/ CAMRY/COROLLA,5,5.00,"13,185.84","CRC 2,667.50","$10,518.34"
HALOGENO LH TOYOTA COROLLA 2002-2003 .,3,3.00,"16,672.57","CRC 6,154.50","$10,518.07"
HALOGENO RH TOYOTA COROLLA 2002-2003 .,3,3.00,"16,672.57","CRC 6,154.50","$10,518.07"
DISCO F CHEVROLET DEL SPARK,2,2.00,"32,566.37","CRC 22,059.22","$10,507.15"
PASTILLA FRENO CERAMICA SUZUKI SIDEKICK 4P -98 VITARA 99-04 TRACKER 96-04,3,3.00,"40,353.99","CRC 29,853.87","$10,500.12"
DISCO F MB TRAS MONTERO 3.2 3.8 4M41 6G75 06-12 3.2 08-11,2,2.00,"47,247.79","CRC 36,748.92","$10,498.87"
COMPENSADOR TY YARIS/ETIOS13-18 TRAS,2,2.00,"40,477.88","CRC 29,980.00","$10,497.88"
BATERIA GONHER G-24-550,1,1.00,"68,495.58","CRC 58,000.00","$10,495.58"
BATERIA GONHER G-24R-550,1,1.00,"68,495.58","CRC 58,000.00","$10,495.58"
SOPORTE MOTOR RH NISSAN SENTRA 1.8/2.0 2000-2006 // NISSAN ALMERA 1.8 2000-2006 // RENAULT SCALA 1.6 2011-2013,8,8.00,"74,035.42","CRC 63,540.52","$10,494.90"
"ROT. DIR. EXT. RH. NIS. X-TRAIL. T31, QASHQAI. 4X2, 07/13,ROGUE. 07/15, SE-N201R= D8520-JG00A",3,3.00,"25,773.46","CRC 15,280.00","$10,493.46"
Amort.Suz Grand Vitara 06-16 Del LH G (Excepto XL-7),1,1.00,"40,442.48","CRC 29,950.00","$10,492.48"
BOMBA DE AGUA HYUNDAI TUCSON 2.0 DSL D4EA 04- MATR TRAJ ELANTRA ACCENT,3,3.00,"50,591.15","CRC 40,100.19","$10,490.96"
EMPAQUE FILTRO DE CAJA NISSAN VERSA 2018,1,1.00,"15,486.73","CRC 5,000.00","$10,486.73"
SOP TRANS STD HYUNDAI CRETA,1,1.00,"40,265.49","CRC 29,788.20","$10,477.29"
BARRA TEN TRAS INF LH RH TOYOTA RAV4,2,2.00,"40,176.99","CRC 29,700.00","$10,476.99"
PASTILLA DE FRENO DE DISCO DELANTERA MITSUBISHI,1,1.00,"22,123.89","CRC 11,648.10","$10,475.79"
COMPENSADOR MITSUBISHI LANCER 92-02 COLT SUMMIT MIRAGE -97 R/L,2,2.00,"40,000.00","CRC 29,528.42","$10,471.58"
FLOSSER BOMBILLO 12V 55W PX22D HIR2,3,3.00,"40,088.49","CRC 29,617.98","$10,470.51"
"ROT. CREMA. HON. CIVIC. 00/05, SR-6240, 14X14X515",4,4.00,"39,646.01","CRC 29,176.00","$10,470.01"
"TIJERETA INF. LH. MIT. MONTERO SPORT. 96/04, L200. 96/07, = MN150411",1,1.00,"53,571.68","CRC 43,113.60","$10,458.08"
KIT C TY COROLLA TERCEL 3E 5E 1.5 -98 4ta 1.6 4AF/4A (3) NO,1,1.00,"58,938.05","CRC 48,485.80","$10,452.25"
SL-1650-M ROTULA ESTABILIZADORA DELANTERA LH-RH TIPO: Z / MAZD-3 4X2 04-13 /M.10X10X298,2,2.00,"15,752.22","CRC 5,300.00","$10,452.22"
SOP. MOTOR DERECHO SUZUKI ESTEEM 1.8 99-02,1,1.00,"40,265.49","CRC 29,816.72","$10,448.77"
TIJERETA INFERIOR RH TOYOTA CAMRY 2003-2006 .,1,1.00,"15,929.20","CRC 5,483.50","$10,445.70"
P EJE NS SENTRA B13 92,2,2.00,"37,345.13","CRC 26,900.00","$10,445.13"
AMORT DEL LH GEELY GX3 POWER HMD,1,1.00,"46,238.94","CRC 35,800.00","$10,438.94"
Amort Del (RH) GEELY GX3,1,1.00,"46,238.94","CRC 35,800.00","$10,438.94"
TIJERETA SUSPENSION  LH INFERIOR / HYUNDAI- ACCENT 4X2 18-24 (COMPLETA CON ROTULA),1,1.00,"28,938.05","CRC 18,500.00","$10,438.05"
BEARING BIELA STD HY/KIA ACCENT/RIO 11+ (MOTOR G4LC 1.4) /PICANTO/I10 11+ (MOTOR G3LA/G4LA 1.0/1.2),2,2.00,"28,035.40","CRC 17,610.62","$10,424.78"
SE-A33 EXT RUSH 45046-BZ210 SE-A331,2,2.00,"39,823.01","CRC 29,400.00","$10,423.01"
PASTILLA F NS PATROL 99-16,2,2.00,"44,176.99","CRC 33,758.10","$10,418.89"
CB-1852A BRG BIELA STD 4G94,2,2.00,"21,415.92","CRC 11,000.00","$10,415.92"
JGO.EMP.MTR.GRACE C/TURBO D4BA - 209142B01,1,1.00,"39,911.50","CRC 29,500.00","$10,411.50"
PISTONES 020 4AFE-III 16V 1587cc - 46271 13101-16,1,1.00,"53,408.85","CRC 43,000.00","$10,408.85"
COMPENSADOR HYUNDAI ELANTRA 95-00 AVANTE LH TRAS 00-06-PLATO PEQ,1,1.00,"39,911.50","CRC 29,503.62","$10,407.88"
COMPENSADOR HYUNDAI ELANTRA 95-00 AVANTE RH TRAS 00-06 PLATO PEQ,1,1.00,"39,911.50","CRC 29,503.62","$10,407.88"
ESCOBILLA TIPO GANCHO 22PULG,7,7.00,"15,522.10","CRC 5,120.50","$10,401.60"
PASTILLA FRENO LAND ROVER RANCE ROVER SPORT 14-,1,1.00,"34,113.00","CRC 23,712.93","$10,400.07"
"TIJERETA SUP. LH. TOY. 4RUNNER. 98/18, 4X4, HILUX. 02/-- 4X2, L. C. PRADO. 02/15, 4X4, V/USA = 48630-60040",1,1.00,"40,000.00","CRC 29,600.00","$10,400.00"
"TIJERETA SUP. RH. TOY. 4RUNNER. 98/18, 4X4, HILUX. 02/-- 4X2, PRADO. 02/17, 4X4 (SB-3841)= 48610-60070",1,1.00,"40,000.00","CRC 29,600.00","$10,400.00"
BUSH-COMP-TRAS-INF-HONDA-CIVIC-88-95 M-10X37X50,12,12.00,"26,548.69","CRC 16,152.00","$10,396.69"
