Item Name,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
EMP TAPA VALV NI QASUQAI/SENTRA/X-TRAIL/JOKE/RENAUL,5,5.00,"34,300.88","CRC 22,500.00","$11,800.88"
SOPORTE MOTOR TRASERO MAZDA 3 2.0/2.3/2.5 2004-2013 // MAZDA 5 2.3/2.5 2006-2017 // FORD FOCUS 2.0/2.5 2007-2011 // VOLVO C30 2.5 2008-2013,3,3.00,"37,256.64","CRC 25,461.51","$11,795.13"
SOP. TRASERO AUT CALIBER 2 4 07-12 / COMPASS 2 4 07-12/ PATRIOT 2 4 07-12,1,1.00,"30,973.45","CRC 19,181.86","$11,791.59"
SOP.BAR. / MOD: ISUZ-DMAX /13-19,2,2.00,"50,788.93","CRC 39,000.00","$11,788.93"
EMPAQUE TAPA VALVULA CRUZE TRAX,1,1.00,"30,973.45","CRC 19,185.00","$11,788.45"
"SET DE FUSIBLES PEQUEÑOS PARA VEHICULO 6PIEZAS 11,20MM",56,56.00,"14,867.25","CRC 3,080.00","$11,787.25"
ROL.COM. DEL / MOD: HYUN-SANTA FE /06-12 4X2-4X4,2,2.00,"21,770.00","CRC 9,990.00","$11,780.00"
COMP CHEVROLET AVEO TRAS 04- P/b G R/L,2,2.00,"45,132.74","CRC 33,363.34","$11,769.40"
Tijereta Inferior RH Kia Picanto II 1.0 1.2 2011-2017,1,1.00,"18,584.07","CRC 6,820.00","$11,764.07"
"SOP. MOT. FRONT. DER. MINI COOPER/BMW X1,X2,220I L4 2.0 2014-",1,1.00,"66,106.19","CRC 54,344.54","$11,761.65"
ROLL BOC TRAS MB OUTLANDER SPORT 12-C/ABS 9400526,2,2.00,"60,084.96","CRC 48,328.18","$11,756.78"
SENSOR POSICION CIGUEÑAL,1,1.00,"31,752.21","CRC 20,000.00","$11,752.21"
BOMBA PRINCIPAL CLUTCH TOYOTA HILUX VIGO FORTUNER 2KD 06- ALTEZZA 08- 5/8,3,3.00,"57,528.32","CRC 45,776.91","$11,751.41"
PASTILLA FRENO CERAMICA HYUNDAI H1 09- VERACRUZ 07-09 KIA CARNIVAL 07-,3,3.00,"41,012.39","CRC 29,264.85","$11,747.54"
BEARING BANCADA H25A/2.5L,3,3.00,"41,415.93","CRC 29,669.00","$11,746.93"
BOC TRAS SZ BALENO 15- IGNIS SWIFT -16,2,2.00,"44,778.76","CRC 33,039.34","$11,739.42"
TIJERETA SUPERIOR IZQUIERDA LH. NISSAN URVAN 98/19,1,1.00,"32,478.00","CRC 20,739.40","$11,738.60"
COMPENSADOR TOYOTA YARIS TRAS 13- R/L,2,2.00,"45,132.74","CRC 33,395.62","$11,737.12"
FRENOS ABS NISSAN,1,1.00,"45,044.25","CRC 33,308.24","$11,736.01"
SOP. FRONT. IZQUIERDO NISSAN QASHQAI L4 2.0 2010-2015,2,2.00,"46,725.66","CRC 35,007.16","$11,718.50"
ZAPATA F. MANO KIA SPORTAGE FWD 11-- /CADENZA 14-,2,2.00,"35,433.63","CRC 23,716.82","$11,716.81"
POLEA TENSORA COMPLETA MAZDA 3/5 05/--,2,2.00,"45,132.74","CRC 33,418.00","$11,714.74"
FAJA DISTRIBUCION 124D 4G64 MITSUBISHI ZINGER,1,1.00,"40,707.96","CRC 29,000.00","$11,707.96"
SET CABLES DE BUJIA NISSAN 1TON/ Z24/ Z22 .,4,4.00,"20,132.74","CRC 8,426.00","$11,706.74"
LIMPIAPARABRISAS CONCENTRADO 2 OZ,117,117.00,"58,584.07","CRC 46,881.90","$11,702.17"
COMPENSADOR DELANTERO RH TOYOTA CAMRY MCV25/ SXV25/ ACV30/ MCV30 IMPORT,1,1.00,"18,938.05","CRC 7,243.50","$11,694.55"
ROL EMPUJE HIDRAULICO CH. OPTRA 1.6,1,1.00,"41,592.92","CRC 29,900.00","$11,692.92"
KIT CLUTCH HONDA CIVIC K20,1,1.00,"59,677.88","CRC 47,990.97","$11,686.91"
TIJERETA SUP. RH. HYU. STAREX. 97/07 = 54401-4A600,1,1.00,"45,044.25","CRC 33,360.00","$11,684.25"
TENSOR HIDRAULICO ELA 1.8 11...15/TUCSON 11... 2.0 CC,2,2.00,"31,681.42","CRC 20,000.00","$11,681.42"
KIT CLUTCH HY ACCENT 1.6cc,1,1.00,"59,922.12","CRC 48,243.57","$11,678.55"
TAMBOR FRENO NISSAN D21 4X2 85-01 PATHFRENOIN-98 FRENORONTIER 98-04 TERRANO,2,2.00,"65,309.73","CRC 53,636.20","$11,673.53"
SOPORTE DE MOTOR DERECHO MAZDA 2 1.5 2011-2016,1,1.00,"44,778.76","CRC 33,105.87","$11,672.89"
SOP. TORS. TRAS. FORD EDGE L4 2.0 2012-2014 / V6 3.5 2011-2014 / V6 3.7 2011-2014,1,1.00,"26,548.67","CRC 14,878.35","$11,670.32"
TIJERETA DELANTERA INFERIOR RH (PARTE TRASERA) MAZDA 6/ ATENZA 2003-2008 .,1,1.00,"19,469.03","CRC 7,799.00","$11,670.03"
SET DIST. FAJA HYUNDAI ELANTRA 1.8 96-98,1,1.00,"44,867.26","CRC 33,200.00","$11,667.26"
TIJERETA INFERIOR RH CHEVROLET AVEO 05--,2,2.00,"47,951.33","CRC 36,290.00","$11,661.33"
ROL TENSOR FAJA UNICA PICANTO 11,2,2.00,"42,654.86","CRC 31,000.00","$11,654.86"
"ROT. DIR. EXT. LH. HON. CIVIC . 87/99 ,CRV. 95/01, SE-6171L= SE-6191L , 53560-SR3-003/S04-003",6,6.00,"44,070.78","CRC 32,424.00","$11,646.78"
PASTILLA FRENO CERAMICA DAIHATSU GRAND MAX 09- SUZUKI APV ARENA 04- TOYOTA RUSH 17-,3,3.00,"48,580.53","CRC 36,937.56","$11,642.97"
SOP.MOT. TRAS / MOD: NISS-QASHQAI MR20 /07-13 MT-ATM 4X2-4X4,2,2.00,"38,230.08","CRC 26,590.00","$11,640.08"
MOTOR DE ESCOBILLAS NISSAN 1 TONNER (FRONTIER) 1988-1998 .,1,1.00,"17,256.64","CRC 5,632.00","$11,624.64"
BOTA P/PUNTA DE EJE INTERNA NISSAN ALMERA 1.6/ SENTRA 140I 1997  .,9,9.00,"17,168.14","CRC 5,544.00","$11,624.14"
Amort.Suz Grand Vitara 06-13 Tras R/L G,2,2.00,"44,778.76","CRC 33,160.00","$11,618.76"
PASTILLA F CHERY A3 M11 TIGGO NICHE 10- GEELY GX3 PRO,3,3.00,"39,023.02","CRC 27,405.00","$11,618.02"
FOCO SELLADO 12V 3 PINES REDONDO PEQUEÑO,8,8.00,"18,336.28","CRC 6,732.00","$11,604.28"
AMORTIGUADOR HD Accord 86-89 Tras G (441063)(341074),2,2.00,"44,601.77","CRC 33,000.00","$11,601.77"
CAMISAS TOYOTA 5L 46273 11461-54120,1,1.00,"44,601.77","CRC 33,000.00","$11,601.77"
SET EMP MTR 04111-16023 4AG 16V 84-89 GN-390,1,1.00,"44,601.77","CRC 33,000.00","$11,601.77"
BOMBA AUX FRENO TOYOTA YARIS 00-05 RH COROLLA 01- CORAXI 11/16,6,6.00,"43,939.82","CRC 32,339.28","$11,600.54"
BOMBA PRINCIPAL CLUTCH TOYOTA HILUX 98-04 RUNNER TACOMA 5/8,2,2.00,"44,424.78","CRC 32,825.30","$11,599.48"
COMP SUZUKI SX4 SEDAN Y HATCBACK DEL LH 07-14,1,1.00,"44,513.27","CRC 32,920.00","$11,593.27"
COMP SUZUKI SX4 SEDAN Y HATCBACK DEL RH 07-14,1,1.00,"44,513.27","CRC 32,920.00","$11,593.27"
TIJ.SUS. RH INF / HYUN-ACCENT 4X2 18-24,1,1.00,"30,088.50","CRC 18,500.00","$11,588.50"
SOPORTE MOTOR RH TOYOTA RAV4 3.5 2006-2012,1,1.00,"44,601.77","CRC 33,019.69","$11,582.08"
TIJERETA SUPERIOR COMPLETA RH NISSAN (D22) 1998-2001,1,1.00,"17,097.35","CRC 5,522.00","$11,575.35"
COMPENSADOR HYUNDAI SANTA FE 00-05 DEL LH,1,1.00,"44,513.27","CRC 32,943.47","$11,569.80"
COMPENSADOR HYUNDAI SANTA FE 00-05 DEL RH,1,1.00,"44,513.27","CRC 32,943.47","$11,569.80"
Tijereta Inferior Completa RH Mazda 323 F VI 1.3 1.4 1.5 1.6 1.8 1.9 2.0 1998-2004 323 S VI 1.3 1.5 1.6 1.8 1.9 2.0 1998-2004 Premacy 1.9 2.0 2.3 1999-2005,1,1.00,"17,920.35","CRC 6,358.19","$11,562.16"
BOMBA AUX FRENO HYUNDAI ACCENT ELANTRA R/L KIA PICANTO 10- 11/16,6,6.00,"49,274.33","CRC 37,713.12","$11,561.21"
P EJE TY RUNNER 96-02 PRADO 96-02 TACOMA 95-02,2,2.00,"44,070.80","CRC 32,523.70","$11,547.10"
CHV URSA PR TDX 15W40 CI-4 (3/1 GA),5,5.00,"68,141.60","CRC 56,622.70","$11,518.90"
ROT DIR EXT LH TOY RAV4 08/19,5,5.00,"38,414.15","CRC 26,900.00","$11,514.15"
ROTULA DIRECCION CREMALLERA TOYOTA PRADO 09- 24X16X278 SRT400,6,6.00,"43,015.94","CRC 31,503.60","$11,512.34"
SOP. TRANS. MINI COOPER L4 1.6 2002-2008 AUT. S/SUPERCARGA,1,1.00,"65,044.25","CRC 53,532.00","$11,512.25"
ABANICO RADIADOR HONDA CR-V 2002-2005,1,1.00,"44,247.79","CRC 32,743.36","$11,504.43"
KIT ROL BOCINA DELANTERO NISSAN MAXIMA 2.0 1998-2002 41.7/ 76/ 38 .,2,2.00,"16,991.16","CRC 5,489.00","$11,502.16"
ESCOBILLA WEATHERBEATER 17´´,8,8.00,"35,737.16","CRC 24,240.00","$11,497.16"
SOPORTE MOTOR RH MAZDA 3 1.6 2000-2013,1,1.00,"44,247.79","CRC 32,755.69","$11,492.10"
COMPENSADOR HY SANTA FE 06/MAR-09 /VERACRUZ 06-09 DEL LH,1,1.00,"42,477.88","CRC 30,990.00","$11,487.88"
GALLETA COMPENSADOR HYUNDAI AVANTE 96-99 ELANTRA 00-05 DELANTERA MATRIX 01-06,4,4.00,"52,035.40","CRC 40,551.70","$11,483.70"
WD40 SPRAY 5.5 ( 6.6oz 20 porciento) 187gr (c2,27,27.00,"59,407.09","CRC 47,925.00","$11,482.09"
MONROE AMORTIGUADOR HYUNDAI ACCENT PB-RB 2012-14 RR VERNA 2021,2,2.00,"44,247.79","CRC 32,768.44","$11,479.35"
Amort.HD Civic 01-05 Tras R/L (341311),2,2.00,"42,477.88","CRC 31,000.00","$11,477.88"
SET EMP MTR K2700 J2 PREGIO 0K65A-10-270,1,1.00,"42,477.88","CRC 31,000.00","$11,477.88"
SOPORTE MOTOR TOYOTA YARIS 2006-2017,3,3.00,"53,097.36","CRC 41,622.24","$11,475.12"
"ROT. DIR. EXT. RH. HON. CIVIC. 88/00, CRV. 95/02, CRX. 88/-- SE-6171R =SE-6191R, 53540-SR3-003 53540-S04-003",6,6.00,"45,054.87","CRC 33,582.00","$11,472.87"
"AMORTIGUADOR TRASERO D21,FRONTIER, H-100, MONTERO SPORT MAESTRAS, KIA K2700 20"""" AB y 12.5"""" CERRADO (1000) ACEITE",2,2.00,"44,070.80","CRC 32,600.00","$11,470.80"
COMPENSADOR HONDA CRV 12-16 TRAS,2,2.00,"58,619.47","CRC 47,154.38","$11,465.09"
ROTULA SUSPENSION INFERIOR SIDEKICK 88-VITARA 95- SB-7542,6,6.00,"45,946.90","CRC 34,500.30","$11,446.60"
BUSH-TIJ-DEL-INF-NISSAN-FRONTIER-98-08-XTERRA-D22-00-15-4X2-4X4 M-14.5X40,8,8.00,"35,044.24","CRC 23,600.00","$11,444.24"
JP1628 SOP. CAJA NISSAN XTRAIL QR25 02-07,2,2.00,"49,953.98","CRC 38,513.26","$11,440.72"
TUERCA RANA CONICA LUJO 21MM 13/16 1.5,56,56.00,"30,215.93","CRC 18,776.24","$11,439.69"
"TIJERETA INFERIOR RH HYUNDAI TUCSON 2,0/2,7 V6 SUV 4X4 2005",1,1.00,"19,168.14","CRC 7,733.00","$11,435.14"
Tijereta Superior LH Isuzu Dmax I 2.5 2002-2012 todos 2wd & doble cabina/ GWM 2008-,1,1.00,"17,655.00","CRC 6,220.50","$11,434.50"
KIT CLUTCH CHE TRACKER 1.6cc G16A 16V,1,1.00,"54,057.52","CRC 42,623.68","$11,433.84"
AMORTIGUADOR HYUUNDAI SONATA 00-04 / KIA OPTIMA 00- 05 TRASERO R/L 55311-38600 Gas (Excepto chasís M41),2,2.00,"51,327.43","CRC 39,900.00","$11,427.43"
Bush-Ten-Tras-RH-Hyundai-Tucson-IX35-11-20-4X4-Corbatin M-83MM,4,4.00,"37,543.44","CRC 26,121.00","$11,422.44"
"""COMP SZ VITARA 15-SX4 SCROOS LH""",1,1.00,"43,274.34","CRC 31,858.96","$11,415.38"
"""COMP SZ VITARA 15-SX4 SCROOS RH""",1,1.00,"43,274.34","CRC 31,858.96","$11,415.38"
COMPENSADOR HONDA CIVIC SEDAN 12- DEL LH,1,1.00,"43,805.31","CRC 32,394.40","$11,410.91"
COMPENSADOR HONDA CIVIC SEDAN 12- DEL RH,1,1.00,"43,805.31","CRC 32,394.40","$11,410.91"
SOPORTE MOTOR TRAS MITSUBISHI LANCER MIRAGE 92-00-4G15,3,3.00,"34,867.26","CRC 23,459.00","$11,408.26"
DKKK080113,1,1.00,"58,375.22","CRC 46,967.12","$11,408.10"
TIJERETA SUP. LH HON. CIVIC. 96/00,2,2.00,"36,305.31","CRC 24,900.00","$11,405.31"
FAJA UNICA DAIH TERIOS BEEGO 6PK1880,4,4.00,"40,453.10","CRC 29,050.80","$11,402.30"
BOMBA DE AGUA HYUNDAI ELANTRA 96- 1.8 DOHC AVANTE 1.6,3,3.00,"44,598.23","CRC 33,200.10","$11,398.13"
ESPIRAL KIA SORENTO 02-09,2,2.00,"57,968.14","CRC 46,574.00","$11,394.14"
AMORTIGUADOR DELANTERO RH MAZDA 3-5 2004 /2013,1,1.00,"39,380.52","CRC 27,990.00","$11,390.52"
SOPORTE MOTOR IZQUIERDO SUZUKI SWIFT,1,1.00,"43,805.31","CRC 32,417.92","$11,387.39"
PASTILLA FRENO HONDA CIVIC 92-,4,4.00,"49,584.09","CRC 38,197.96","$11,386.13"
BOCINA SZ SX4 07-15 2WD/VITARA 15-18,1,1.00,"43,805.31","CRC 32,440.00","$11,365.31"
UF-246 BOBINA IGNICION RAV4 98-00 3S,2,2.00,"43,362.83","CRC 32,000.00","$11,362.83"
ESPIRAL HY I-30 08-10 TRAS,2,2.00,"37,451.33","CRC 26,090.00","$11,361.33"
MONROE AMORT.HYUNDAI ACCENT PB-RB 2012-14 FR-LH,3,3.00,"88,141.60","CRC 76,790.19","$11,351.41"
MONROE AMORT.HYUNDAI ACCENT PB-RB 2012-14 FR-RH,3,3.00,"88,141.60","CRC 76,790.19","$11,351.41"
LIMPIAPARABRISAS CONVENCIONALES MODELO PRO WEATHERBEATER 18,20,20.00,"61,350.45","CRC 50,000.00","$11,350.45"
DISCO FRENO ISUZU DELANTERO KB TROOPER RODEO 88-92 HONDA PASPORT,2,2.00,"43,539.82","CRC 32,201.96","$11,337.86"
SOPORTE DE MOTOR RH TOYOTA COROLLA RSI 1.3/ 1.6/ SPACIO 4A IMPORTS 1997 .,2,2.00,"16,814.16","CRC 5,478.00","$11,336.16"
TIJERETA LH MIT LANCER LINEA EVO 07-14,1,1.00,"28,672.57","CRC 17,337.40","$11,335.17"
SENSOR COOLANT HY. ELA 2.0-1.62017/SAN 2.4/VERNA/ACC BLUE/SOR2.4/3.5/CRETA 15-(S-1358),8,8.00,"38,097.35","CRC 26,764.71","$11,332.64"
"PUNTA DE EJE MITSUBISHI MIRAGE 1.2 1,0 ACCENT 12- TM ATTITUD R/L SPACE STAR",2,2.00,"53,150.45","CRC 41,818.98","$11,331.47"
BOCINA TRAS. HYUNDAI SONATA 99-05 C/ABS 512190,1,1.00,"43,628.32","CRC 32,300.00","$11,328.32"
ROTULA SUSPENSION PEUGEOT PARTNER BERLINGO 1.6 HDI 1,2,2.00,"28,318.58","CRC 17,000.00","$11,318.58"
BOMBA DE AGUA TOYOTA CAMRY/ RAV4 3SFE/ 5SFE 23 DIENTES,2,2.00,"18,637.17","CRC 7,326.00","$11,311.17"
PUNTA DE EJE HYUNDAI SANTA FE 01- TUCSON 04- 27x25x41 interna,2,2.00,"53,008.85","CRC 41,700.00","$11,308.85"
PISTONES 0.20 ACCENT 1.6,1,1.00,"57,316.81","CRC 46,017.68","$11,299.13"
FAJA DISTRIBUCIO GATES T104 NISSAN D21- PATFINDER VG30 86/93 133D,3,3.00,"49,530.97","CRC 38,232.15","$11,298.82"
ROL BOCINA DELANTERO HONDA CIVIC 06-12,3,3.00,"47,030.09","CRC 35,732.91","$11,297.18"
COMPENSADOR NISSAN QASHQAI 14- LH/ IZQUIERDO DELANTERO,1,1.00,"39,568.00","CRC 28,271.37","$11,296.63"
COMPENSADOR NISSAN QASHQAI 14- RH DERECHO DELANTERO,1,1.00,"39,568.00","CRC 28,271.37","$11,296.63"
SE-T021L ROT.DIR. LH EXT / TOY-YARIS 06-13 /M.14X12X187,6,6.00,"40,396.45","CRC 29,100.00","$11,296.45"
"TIJERETA SUP. LH. MIT. MONTERO. 90/04, SPORT. 96/04, NATIVA. 97/11, L200. 96/07, 4X4",2,2.00,"54,711.50","CRC 43,420.80","$11,290.70"
Abanico de Radiador Toyota Yaris Vios NSP151L,3,3.00,"17,345.13","CRC 6,055.50","$11,289.63"
BUSHING DE ARRASTRE HONDA CIVIC 06-15,2,2.00,"43,185.84","CRC 31,900.00","$11,285.84"
VALVULA ADMISION R.CLIO MEGANE PLATINA 1.4 16V-1.6,8,8.00,"42,477.88","CRC 31,200.00","$11,277.88"
SOP-CAJA-MIT-MONTERO-SPORT- CACHETONA-00-06-6G74-4M40,1,1.00,"41,327.43","CRC 30,049.65","$11,277.78"
JGO EMP MTR 20910-2BG00 ACCENT G4FA 1.4 11-1,1,1.00,"43,274.34","CRC 32,000.00","$11,274.34"
"BRAZO PITMAN MIT. MONTERO. SPORT, 97/04.32D. SP-7790",4,4.00,"42,237.16","CRC 30,971.50","$11,265.66"
BARRA TENSORA TRASERA INTERIOR / MOD: MITSUBISHI- MONTERO-GLS (CACHETONA /00-20 (COMPLETA),1,1.00,"31,238.94","CRC 19,975.00","$11,263.94"
GALLETA COMP HY I-20 16- DEL,4,4.00,"32,123.90","CRC 20,860.00","$11,263.90"
COMPENSADOR SZ BALENO CULTUS ESTEEM 95-02 TRAS LH,1,1.00,"39,243.00","CRC 27,990.00","$11,253.00"
COMPENSADOR SZ BALENO CULTUS ESTEEM 95-02 TRAS RH,1,1.00,"39,243.00","CRC 27,990.00","$11,253.00"
Bush Ten Tras Honda Civic 96-00 CRV,7,7.00,"32,212.38","CRC 20,965.00","$11,247.38"
RET SAL CAJA NISSAN SENTRA GA16/CA16,10,10.00,"41,146.02","CRC 29,900.00","$11,246.02"
GALLETA DEL. IZQ. DER. PROBE L4 2.0 /V6 2.5 93-97/626 L4 2.0/V6 2.5 93-97/ MX-6 L4 2.0/V6 2.5 93-97/ SEPHIA L4 1.8 98-00/ SPECTRAL4 1.8 00-02,2,2.00,"43,008.85","CRC 31,765.76","$11,243.09"
TOYOTA COROLLA MATRIX 03-08,1,1.00,"31,239.00","CRC 20,000.00","$11,239.00"
"FLUJO DE AIRE MAZDA 323 197400-2010 MAS0313 245-1095 MAS0188 MAF 323 , 3 , 6 MAZDA PROTEGE 99 + 1.6",1,1.00,"31,238.94","CRC 20,000.00","$11,238.94"
MUELLE ESPIRAL 25567-BT025 NISSAN QASHQAI XTRAIL PATHFINDER J10 MK1 2006-2015 52MM INTERNO P,1,1.00,"31,238.94","CRC 20,000.00","$11,238.94"
ZAPATA BYD F0 09--/ JAC J2 / CITROEN C1 06-JAC,2,2.00,"30,000.00","CRC 18,761.06","$11,238.94"
AS611 SENSOR MAP CLIO PLATINA MEGAME SCENIC LAGUNA,1,1.00,"31,238.93","CRC 20,000.00","$11,238.93"
AMORT DEL LH NIS B17 13- (MSS020250)(E4303-3SH1C)(339328) (E43033SH0C),1,1.00,"43,185.84","CRC 31,950.00","$11,235.84"
AMORT DEL RH NIS B17 13- (MSS020249),1,1.00,"43,185.84","CRC 31,950.00","$11,235.84"
TAMBOR F SZ SIDEKICK GRAND VITARA XL7 01-06,2,2.00,"42,831.86","CRC 31,601.10","$11,230.76"
AMOR.HD CRV07-11 TRAS R/L G,2,2.00,"43,185.84","CRC 31,960.00","$11,225.84"
KIT CLUCTH SUZ GRAND VITARA 2.5cc,1,1.00,"57,316.81","CRC 46,091.91","$11,224.90"
BOMBA AGUA 16100-69395 TACOMA 3.495 - 5VZ-FE,1,1.00,"39,823.01","CRC 28,600.00","$11,223.01"
B P CLUTH MZ 3 04-12 MZ 5 05- FD FOCUS 3/4,2,2.00,"42,831.86","CRC 31,617.50","$11,214.36"
CLUTCH KIT HONDA CIVIC D15 D16 1.6 4C 90- (3),3,3.00,"130,530.98","CRC 119,317.23","$11,213.75"
PUNTA DE EJE INTERNA TOYOTA YARIS 14-,3,3.00,"60,530.97","CRC 49,321.44","$11,209.53"
BOMBA GAS. ACC BLUE 11-/SPO-TUC iX35 13-/STA FE 12-/RIO 11-13/SOR 2.4,2,2.00,"43,008.85","CRC 31,800.00","$11,208.85"
COMPENSADOR HY H1 97-06 /STAREX 2WD 97-05 OJO Y OJO TRAS,2,2.00,"43,185.84","CRC 31,980.00","$11,205.84"
BUSH INFERIOR GRANDE  IX35 2011-2015 HYUNDAI TUCSON,4,4.00,"43,185.84","CRC 31,981.52","$11,204.32"
"B.P.F. 1"" HYUNDAI STAREX 4 SAL.",1,1.00,"43,097.35","CRC 31,900.00","$11,197.35"
COMPENSADOR HONDA CIVIC SI SEDAN COUPE 06- DEL LH,1,1.00,"43,097.35","CRC 31,900.00","$11,197.35"
COMPENSADOR HONDA CIVIC SI SEDAN COUPE 06- DEL RH,1,1.00,"43,097.35","CRC 31,900.00","$11,197.35"
AMORTIGUADOR HYUNDAI DEL LH 205 08-12 (13)STAREX MUTIKO (339339),1,1.00,"38,495.58","CRC 27,300.00","$11,195.58"
SOPORTE TRANSMISION TOYOTA RAV4 3.5 2006-2012,1,1.00,"43,008.85","CRC 31,843.10","$11,165.75"
ARRANCADOR NISSAN XTER FRONT MIT MONT 10D 12V -17,1,1.00,"43,008.85","CRC 31,844.03","$11,164.82"
FILTRO DE AIRE AIR FILTER TOYOTA RAV4 2.0 2AZ 2006-2009/ TOYOTA BLADE IMPORT VANGUARD 2008-  2AZ 252 x238 x 50,7,7.00,"16,283.17","CRC 5,120.50","$11,162.67"
DISCO DE FREN TRASERO TUCSON / CRETA /JAC S5,2,2.00,"33,628.32","CRC 22,467.70","$11,160.62"
P EJE MB MIRAGE 15- T/M,3,3.00,"47,522.13","CRC 36,362.22","$11,159.91"
ANILLOS SDT-10135 STD 14B / 3B - 2.5x2.0x4.0-102.0,1,1.00,"39,159.29","CRC 28,000.00","$11,159.29"
ZAP. F.M. TY TUNDRA / LAND CRUISER 08-11,2,2.00,"44,349.55","CRC 33,200.00","$11,149.55"
INYECTOR DE COMBUSTIBLE HYUNDAI/KIA,1,1.00,"22,123.89","CRC 10,986.27","$11,137.62"
Bush-Tij-Tras-Nissan-Sentra-B12-B13 M- 14X35X40,20,20.00,"43,964.59","CRC 32,828.00","$11,136.59"
JP2001 SOP-MOT-HONDA-CIVIC -06-11-TRASERO-1.8 AUT,2,2.00,"48,254.86","CRC 37,128.00","$11,126.86"
Sop-Mot-Tras-Toyota-Corolla-Altis-Alteza- 02-18-1ZZ-3ZZ-2ZR-Avensis-Matrix,4,4.00,"45,164.60","CRC 34,038.00","$11,126.60"
ROTULA DIRECIION INTERNA R/L MITSUBISHI MONTERO 06,2,2.00,"27,079.65","CRC 15,955.04","$11,124.61"
ROL BOLAS SELLO HULE 17X47X14,57,57.00,"49,938.04","CRC 38,817.00","$11,121.04"
AMORTIGUADOR DEL CITROEN C-ELYSEE P301 DX,1,1.00,"41,018.00","CRC 29,900.00","$11,118.00"
AMORTIGUADOR DEL CITROEN C-ELYSEE P301 DX (IX,1,1.00,"41,018.00","CRC 29,900.00","$11,118.00"
GALLETA COMPENSADOR HYUNDAI TUCSON SANTA FE 12-18 DELANTERA,2,2.00,"42,654.87","CRC 31,538.00","$11,116.87"
Sop-Comp-Del-Toyota-Prado-96-02,8,8.00,"54,711.52","CRC 43,600.00","$11,111.52"
COMP NS PLATINA 02-06 RENAUL CLIO II 98 DEL R/L,1,1.00,"42,831.86","CRC 31,724.65","$11,107.21"
TIJERETA SUSPENSION LH / BYD-YUAN-PLUS 4X2 19-23,1,1.00,"29,026.55","CRC 17,922.00","$11,104.55"
TIJERETA SUSPENSION RH/ BYD-YUAN-PLUS 4X2 19-23,1,1.00,"29,026.55","CRC 17,922.00","$11,104.55"
SENSOR PRESION ACEITE MAZDA 3 2014 Z6 1.6CC,1,1.00,"28,761.06","CRC 17,658.52","$11,102.54"
"ROT. SUSP. SUP. RH/LH. HON. ACCORD. 86/89, CIVIC. 91/99, ODYSSEY. 99/03, SB-6191 = 51270-SR3-013 ,023 ,35.4MM",8,8.00,"37,876.11","CRC 26,780.00","$11,096.11"
BOTA P/PUNTA DE EJE INTERNA MAZDA 323 1.5 1981-1988/ FORD LASER 1.5 1986-1989/ HYUND S COUPE 1994-1995 MAZDA3/ AXELLA,7,7.00,"16,243.35","CRC 5,159.00","$11,084.35"
BOSCH FAJA MICRO-V 6PK1240 (49P),3,3.00,"18,584.07","CRC 7,500.00","$11,084.07"
TAMBOR FRENO MB LANCER 00-LANCER VIII 11- COLT 02-,4,4.00,"61,238.94","CRC 50,158.16","$11,080.78"
COMPENSADOR HYUNDAI ELANTRA 07-10 i30 DEL LH,1,1.00,"42,477.88","CRC 31,400.36","$11,077.52"
COMPENSADOR HYUNDAI ELANTRA 07-10 i30 DEL RH,1,1.00,"42,477.88","CRC 31,400.36","$11,077.52"
TIJERETA LH NISSAN X-TRAIL 17--,2,2.00,"47,522.13","CRC 36,452.00","$11,070.13"
TIJERETA RH NISSAN X-TRAIL 17--,2,2.00,"47,522.13","CRC 36,452.00","$11,070.13"
BOMBA CLUTCH VW AMAROK 10- 3/4,1,1.00,"42,477.88","CRC 31,410.00","$11,067.88"
TIJERETA INFERIOR RH HYUNDAI H100/PORTER,2,2.00,"57,079.64","CRC 46,017.20","$11,062.44"
PASTILLA F MERCEDES B SPRINTER FREIGHLINER 13-,1,1.00,"39,203.54","CRC 28,141.32","$11,062.22"
STOP LR RH N300 2018,2,2.00,"86,061.95","CRC 75,000.00","$11,061.95"
STOP RR RH N300 2018,2,2.00,"86,061.95","CRC 75,000.00","$11,061.95"
Bush-Ten-Tras-Toyota-Yaris-Echo-00-05- Arrastre M-12X55.5X80,4,4.00,"26,548.68","CRC 15,490.00","$11,058.68"
ROTULA DIRECCION EXTERNA CAPTIVA SPORT EQUINOX 08-16 4DW,2,2.00,"30,088.50","CRC 19,045.94","$11,042.56"
BUS.TIJ. DEL SUP / MOD: TOY-LAND CRUISER-PRADO /03-09 4X2-4X4/M.15X46X63,4,4.00,"20,842.48","CRC 9,800.00","$11,042.48"
SET EMPAQUE MOTOR 04111-97206 EJ-DE CUORE,1,1.00,"42,035.40","CRC 31,000.00","$11,035.40"
ESCOBILLA TIPO GANCHO 24PULG SIN MARCO,7,7.00,"16,460.17","CRC 5,428.50","$11,031.67"
2092022N10 SET DESCARBONADO ACCENT 12V 94- G4N 20,1,1.00,"30,530.97","CRC 19,500.00","$11,030.97"
FLOSSER BOMBILLO H4 12V 100/90W P43T,17,17.00,"42,743.34","CRC 31,713.50","$11,029.84"
