Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-003606,1,1.00,"11,327.43","CRC 8,362.91","$2,964.52"
INV-003821,1,1.00,"11,327.43","CRC 8,362.91","$2,964.52"
INV-015623,1,1.00,"11,327.43","CRC 8,362.91","$2,964.52"
INV-006216,1,1.00,"6,637.17","CRC 3,673.89","$2,963.28"
INV-007897,2,2.00,"14,492.04","CRC 11,529.00","$2,963.04"
INV-000319,1,1.00,"19,203.54","CRC 16,241.41","$2,962.13"
INV-004462,2,2.00,"4,336.28","CRC 1,375.00","$2,961.28"
INV-001013,8,1.00,"12,079.64","CRC 9,118.44","$2,961.20"
INV-001699,4,4.00,"18,761.06","CRC 15,800.00","$2,961.06"
INV-007192,1,1.00,"11,769.91","CRC 8,810.00","$2,959.91"
INV-008140,1,1.00,"11,769.91","CRC 8,810.00","$2,959.91"
INV-008575,1,1.00,"11,769.91","CRC 8,810.00","$2,959.91"
INV-008773,1,1.00,"11,238.94","CRC 8,280.00","$2,958.94"
INV-008864,1,1.00,"11,238.94","CRC 8,280.00","$2,958.94"
INV-009613,2,2.00,"4,955.75","CRC 2,000.00","$2,955.75"
INV-007215,5,5.00,"19,911.50","CRC 16,955.95","$2,955.55"
INV-006117,2,2.00,"22,838.93","CRC 19,884.80","$2,954.13"
INV-002344,1,1.00,"11,238.94","CRC 8,285.00","$2,953.94"
INV-007331,2,2.00,"11,238.93","CRC 8,285.21","$2,953.72"
INV-012601,1,1.00,"16,646.02","CRC 13,693.14","$2,952.88"
INV-009895,1,1.00,"11,238.94","CRC 8,286.58","$2,952.36"
INV-010147,1,1.00,"11,238.94","CRC 8,286.58","$2,952.36"
INV-009810,1,1.00,"11,150.44","CRC 8,198.99","$2,951.45"
INV-003637,1,1.00,"11,150.44","CRC 8,200.00","$2,950.44"
INV-010793,5,5.00,"13,840.71","CRC 10,891.00","$2,949.71"
INV-006593,7,4.00,"8,008.85","CRC 5,060.00","$2,948.85"
INV-000572,2,2.00,"12,920.36","CRC 9,972.90","$2,947.46"
INV-012452,1,1.00,"5,129.20","CRC 2,183.50","$2,945.70"
INV-012461,1,1.00,"5,129.20","CRC 2,183.50","$2,945.70"
INV-000666,1,1.00,"12,743.36","CRC 9,798.79","$2,944.57"
INV-008806,5,5.00,"13,189.38","CRC 10,245.79","$2,943.59"
INV-002125,1,1.00,"11,327.43","CRC 8,384.06","$2,943.37"
INV-003307,1,1.00,"11,327.43","CRC 8,384.06","$2,943.37"
INV-007693,1,1.00,"11,327.43","CRC 8,384.06","$2,943.37"
INV-016277,2,2.00,"5,044.26","CRC 2,101.00","$2,943.26"
INV-005054,4,4.00,"12,442.48","CRC 9,500.16","$2,942.32"
INV-000609,1,1.00,"12,743.36","CRC 9,801.54","$2,941.82"
INV-009374,2,2.00,"11,592.92","CRC 8,651.42","$2,941.50"
INV-005149,2,2.00,"11,327.43","CRC 8,386.00","$2,941.43"
INV-003478,11,11.00,"7,787.61","CRC 4,847.80","$2,939.81"
INV-009205,3,3.00,"12,863.72","CRC 9,924.00","$2,939.72"
INV-004743,7,1.00,"5,929.21","CRC 2,990.00","$2,939.21"
INV-005668,1,1.00,"11,238.94","CRC 8,300.00","$2,938.94"
INV-014992,9,9.00,"5,780.53","CRC 2,841.76","$2,938.77"
INV-009261,1,1.00,"4,070.80","CRC 1,133.00","$2,937.80"
INV-009272,1,1.00,"4,070.80","CRC 1,133.00","$2,937.80"
INV-010678,1,1.00,"4,070.80","CRC 1,133.00","$2,937.80"
INV-016889,1,1.00,"4,070.80","CRC 1,133.00","$2,937.80"
INV-006663,3,1.00,"9,292.04","CRC 6,354.24","$2,937.80"
INV-012699,5,5.00,"13,840.71","CRC 10,905.00","$2,935.71"
INV-012784,5,5.00,"13,840.71","CRC 10,905.00","$2,935.71"
INV-012738,4,2.00,"9,607.08","CRC 6,671.50","$2,935.58"
INV-012372,5,5.00,"13,097.35","CRC 10,162.00","$2,935.35"
INV-014548,1,1.00,"12,456.64","CRC 9,522.00","$2,934.64"
INV-008940,3,3.00,"8,849.56","CRC 5,915.00","$2,934.56"
INV-008404,1,1.00,"9,734.51","CRC 6,800.00","$2,934.51"
INV-015627,2,2.00,"14,492.03","CRC 11,557.70","$2,934.33"
INV-001174,2,2.00,"8,761.06","CRC 5,827.13","$2,933.93"
INV-004071,10,10.00,"24,247.77","CRC 21,314.31","$2,933.46"
INV-001300,2,2.00,"16,991.15","CRC 14,058.00","$2,933.15"
INV-006764,1,1.00,"3,982.30","CRC 1,050.50","$2,931.80"
INV-006812,1,1.00,"3,982.30","CRC 1,050.50","$2,931.80"
INV-000840,6,6.00,"23,893.80","CRC 20,963.24","$2,930.56"
INV-001946,6,6.00,"23,893.79","CRC 20,963.24","$2,930.55"
INV-009059,4,4.00,"11,946.90","CRC 9,018.39","$2,928.51"
INV-011254,1,1.00,"7,001.77","CRC 4,075.00","$2,926.77"
INV-011806,1,1.00,"11,238.94","CRC 8,312.81","$2,926.13"
INV-010788,6,6.00,"9,026.55","CRC 6,102.03","$2,924.52"
INV-007610,2,2.00,"11,504.43","CRC 8,580.00","$2,924.43"
INV-003067,1,1.00,"11,061.95","CRC 8,139.07","$2,922.88"
INV-003880,1,1.00,"11,061.95","CRC 8,139.07","$2,922.88"
INV-014355,1,1.00,"7,345.13","CRC 4,425.00","$2,920.13"
INV-000946,5,5.00,"8,938.06","CRC 6,018.70","$2,919.36"
INV-011655,1,1.00,"6,814.16","CRC 3,897.00","$2,917.16"
INV-001454,1,1.00,"22,654.87","CRC 19,738.00","$2,916.87"
INV-013208,1,1.00,"4,070.80","CRC 1,155.00","$2,915.80"
INV-012877,3,3.00,"14,899.12","CRC 11,985.00","$2,914.12"
INV-000649,2,2.00,"17,079.65","CRC 14,166.57","$2,913.08"
INV-008489,2,2.00,"3,539.82",CRC 627.00,"$2,912.82"
INV-014877,2,2.00,"10,176.99","CRC 7,265.00","$2,911.99"
INV-004900,1,1.00,"11,769.91","CRC 8,861.55","$2,908.36"
INV-011816,1,1.00,"14,817.70","CRC 11,910.97","$2,906.73"
INV-003180,2,2.00,"16,106.20","CRC 13,200.00","$2,906.20"
INV-008670,1,1.00,"9,725.66","CRC 6,820.00","$2,905.66"
INV-013935,3,3.00,"14,973.46","CRC 12,070.65","$2,902.81"
INV-002062,1,1.00,"10,973.45","CRC 8,073.00","$2,900.45"
INV-002206,1,1.00,"10,973.45","CRC 8,073.00","$2,900.45"
INV-001848,1,1.00,"11,150.44","CRC 8,250.00","$2,900.44"
INV-001850,1,1.00,"11,150.44","CRC 8,250.00","$2,900.44"
INV-001858,1,1.00,"11,150.44","CRC 8,250.00","$2,900.44"
INV-001859,1,1.00,"11,150.44","CRC 8,250.00","$2,900.44"
INV-015546,1,1.00,"9,362.83","CRC 6,464.12","$2,898.71"
INV-000025,4,4.00,"11,681.42","CRC 8,784.52","$2,896.90"
INV-000520,4,4.00,"11,681.42","CRC 8,784.52","$2,896.90"
INV-001099,4,4.00,"11,681.42","CRC 8,784.52","$2,896.90"
INV-002082,4,4.00,"11,681.42","CRC 8,784.52","$2,896.90"
INV-003124,4,4.00,"11,681.42","CRC 8,784.52","$2,896.90"
INV-003152,2,2.00,"10,796.46","CRC 7,900.00","$2,896.46"
INV-009457,1,1.00,"11,150.44","CRC 8,254.40","$2,896.04"
INV-013358,1,1.00,"11,150.44","CRC 8,254.40","$2,896.04"
INV-015010,7,1.00,"8,606.20","CRC 5,710.70","$2,895.50"
INV-012116,1,1.00,"13,030.97","CRC 10,136.99","$2,893.98"
INV-007840,1,1.00,"3,982.30","CRC 1,089.00","$2,893.30"
INV-017266,1,1.00,"8,793.00","CRC 5,900.00","$2,893.00"
INV-001820,4,2.00,"23,097.34","CRC 20,204.45","$2,892.89"
INV-007161,3,3.00,"5,840.70","CRC 2,949.30","$2,891.40"
INV-003584,2,2.00,"10,796.46","CRC 7,906.36","$2,890.10"
INV-001855,1,1.00,"10,973.45","CRC 8,084.00","$2,889.45"
INV-007756,4,4.00,"15,575.22","CRC 12,686.68","$2,888.54"
INV-010565,4,4.00,"15,575.22","CRC 12,686.68","$2,888.54"
INV-003468,1,1.00,"10,884.96","CRC 8,000.00","$2,884.96"
INV-004561,1,1.00,"10,884.96","CRC 8,000.00","$2,884.96"
INV-010057,1,1.00,"10,884.96","CRC 8,000.00","$2,884.96"
INV-012862,1,1.00,"10,884.96","CRC 8,000.00","$2,884.96"
INV-002958,1,1.00,"11,061.95","CRC 8,177.13","$2,884.82"
INV-007081,2,2.00,"18,672.57","CRC 15,788.54","$2,884.03"
INV-004308,1,1.00,"7,079.65","CRC 4,196.00","$2,883.65"
INV-006174,3,3.10,"15,548.68","CRC 12,665.54","$2,883.14"
INV-008177,1,1.00,"14,867.26","CRC 11,984.60","$2,882.66"
INV-005980,6,2.00,"7,522.12","CRC 4,639.58","$2,882.54"
INV-003077,1,1.00,"6,194.69","CRC 3,312.82","$2,881.87"
INV-008462,1,1.00,"11,061.95","CRC 8,181.53","$2,880.42"
INV-016221,2,2.00,"7,079.65","CRC 4,200.00","$2,879.65"
INV-014403,2,2.00,"11,681.41","CRC 8,803.33","$2,878.08"
INV-011125,2,2.00,"10,796.46","CRC 7,920.00","$2,876.46"
INV-006129,1,1.00,"10,884.96","CRC 8,010.00","$2,874.96"
INV-009912,1,1.00,"10,884.96","CRC 8,010.00","$2,874.96"
INV-010071,1,1.00,"10,884.96","CRC 8,010.00","$2,874.96"
INV-012751,16,16.00,"8,495.58","CRC 5,620.96","$2,874.62"
INV-014261,2,2.00,"6,769.91","CRC 3,900.00","$2,869.91"
INV-006542,1,1.00,"7,168.14","CRC 4,300.00","$2,868.14"
INV-006598,1,1.00,"8,672.57","CRC 5,805.00","$2,867.57"
INV-010712,1,1.00,"8,672.57","CRC 5,805.00","$2,867.57"
INV-015334,1,1.00,"8,672.57","CRC 5,805.00","$2,867.57"
INV-012518,2,2.00,"4,070.79","CRC 1,204.50","$2,866.29"
INV-005956,5,5.00,"12,035.40","CRC 9,169.52","$2,865.88"
INV-007110,5,5.00,"12,035.40","CRC 9,169.52","$2,865.88"
INV-010650,1,1.00,"7,964.60","CRC 5,099.00","$2,865.60"
INV-014962,2,2.00,"12,212.39","CRC 9,346.88","$2,865.51"
INV-000026,1,1.00,"9,734.51","CRC 6,869.24","$2,865.27"
INV-006904,5,5.00,"12,566.37","CRC 9,702.00","$2,864.37"
INV-014732,2,2.00,"4,247.79","CRC 1,386.00","$2,861.79"
INV-011518,1,1.00,"4,070.80","CRC 1,210.00","$2,860.80"
INV-013467,2,2.00,"8,849.56","CRC 5,990.00","$2,859.56"
INV-001847,1,1.00,"10,973.45","CRC 8,115.18","$2,858.27"
INV-003416,1,1.00,"10,973.45","CRC 8,115.18","$2,858.27"
INV-007740,1,1.00,"10,973.45","CRC 8,115.18","$2,858.27"
INV-008651,1,1.00,"10,973.45","CRC 8,115.18","$2,858.27"
INV-014520,1,1.00,"10,973.45","CRC 8,115.18","$2,858.27"
INV-008511,1,1.00,"10,973.45","CRC 8,115.25","$2,858.20"
INV-016191,2,2.00,"8,442.48","CRC 5,585.00","$2,857.48"
INV-002487,5,5.00,"10,796.46","CRC 7,939.44","$2,857.02"
INV-010669,1,1.00,"31,327.43","CRC 28,471.00","$2,856.43"
INV-003519,1,1.00,"8,318.58","CRC 5,464.00","$2,854.58"
INV-014167,6,6.00,"9,557.52","CRC 6,703.20","$2,854.32"
INV-006796,1,1.00,"14,329.20","CRC 11,475.00","$2,854.20"
INV-006481,3,3.00,"12,743.36","CRC 9,890.00","$2,853.36"
INV-002828,3,3.00,"11,858.41","CRC 9,006.30","$2,852.11"
INV-014132,2,2.00,"11,150.44","CRC 8,299.40","$2,851.04"
INV-001323,3,3.00,"18,672.56","CRC 15,822.49","$2,850.07"
INV-002579,1,1.00,"8,849.56","CRC 6,000.00","$2,849.56"
INV-002580,1,1.00,"8,849.56","CRC 6,000.00","$2,849.56"
INV-007101,1,1.00,"8,849.56","CRC 6,000.00","$2,849.56"
INV-011083,1,1.00,"3,982.30","CRC 1,133.00","$2,849.30"
INV-013940,1,1.00,"3,982.30","CRC 1,133.00","$2,849.30"
INV-014445,1,1.00,"3,982.30","CRC 1,133.00","$2,849.30"
INV-005718,4,4.00,"13,433.62","CRC 10,585.00","$2,848.62"
INV-003657,2,2.00,"10,796.46","CRC 7,950.00","$2,846.46"
INV-007050,1,1.00,"10,796.46","CRC 7,950.00","$2,846.46"
INV-011802,1,1.00,"10,796.46","CRC 7,950.00","$2,846.46"
INV-002660,2,2.00,"4,867.25","CRC 2,021.50","$2,845.75"
INV-013401,1,1.00,"10,884.96","CRC 8,040.92","$2,844.04"
INV-014146,1,1.00,"10,884.96","CRC 8,040.92","$2,844.04"
INV-014938,1,1.00,"10,884.96","CRC 8,040.92","$2,844.04"
INV-013053,2,2.00,"14,492.04","CRC 11,650.00","$2,842.04"
INV-003226,1,1.00,"10,884.96","CRC 8,043.82","$2,841.14"
INV-007540,1,1.00,"10,884.96","CRC 8,043.82","$2,841.14"
INV-010692,1,1.00,"10,884.96","CRC 8,043.82","$2,841.14"
INV-009188,1,1.00,"8,761.06","CRC 5,920.00","$2,841.06"
INV-009636,4,4.10,"13,856.99","CRC 11,018.38","$2,838.61"
INV-008802,2,2.00,"15,794.69","CRC 12,957.03","$2,837.66"
INV-003641,1,1.00,"10,796.46","CRC 7,958.89","$2,837.57"
INV-001828,1,1.00,"10,796.46","CRC 7,959.78","$2,836.68"
INV-004156,1,1.00,"10,796.46","CRC 7,959.78","$2,836.68"
INV-004583,1,1.00,"10,796.46","CRC 7,959.78","$2,836.68"
INV-006697,1,1.00,"10,796.46","CRC 7,959.78","$2,836.68"
INV-000536,5,5.00,"16,017.70","CRC 13,181.92","$2,835.78"
INV-004279,2,2.00,"11,035.40","CRC 8,200.00","$2,835.40"
INV-003767,2,2.00,"10,619.47","CRC 7,787.52","$2,831.95"
INV-000075,2,2.00,"10,796.46","CRC 7,965.00","$2,831.46"
INV-002918,2,2.00,"10,530.98","CRC 7,700.00","$2,830.98"
INV-008931,1,1.00,"10,796.46","CRC 7,965.50","$2,830.96"
INV-011903,3,3.00,"15,631.86","CRC 12,803.00","$2,828.86"
INV-017366,2,2.00,"6,725.66","CRC 3,900.00","$2,825.66"
INV-003193,3,3.00,"12,035.40","CRC 9,213.20","$2,822.20"
INV-005649,5,5.00,"12,212.39","CRC 9,391.29","$2,821.10"
INV-010863,4,4.00,"10,265.48","CRC 7,445.41","$2,820.07"
INV-000414,1,1.00,"4,601.77","CRC 1,782.00","$2,819.77"
INV-001713,1,1.00,"4,601.77","CRC 1,782.00","$2,819.77"
INV-011909,2,2.00,"10,721.24","CRC 7,904.30","$2,816.94"
INV-004255,1,1.00,"10,619.47","CRC 7,802.71","$2,816.76"
INV-011117,1,1.00,"10,619.47","CRC 7,802.71","$2,816.76"
INV-012849,6,6.00,"12,442.48","CRC 9,625.78","$2,816.70"
INV-006693,2,2.00,"10,796.46","CRC 7,980.00","$2,816.46"
INV-003268,1,1.00,"10,796.46","CRC 7,983.54","$2,812.92"
INV-004521,1,1.00,"10,796.46","CRC 7,983.54","$2,812.92"
INV-006445,1,1.00,"10,796.46","CRC 7,983.54","$2,812.92"
INV-006741,1,1.00,"10,796.46","CRC 7,983.54","$2,812.92"
INV-007361,1,1.00,"10,796.46","CRC 7,983.54","$2,812.92"
INV-015918,2,2.00,"6,283.18","CRC 3,470.29","$2,812.89"
INV-013651,1,1.00,"4,203.54","CRC 1,391.50","$2,812.04"
INV-008413,3,2.00,"8,628.31","CRC 5,816.85","$2,811.46"
INV-011781,2,2.00,"12,610.62","CRC 9,800.00","$2,810.62"
INV-016524,2,2.00,"7,408.85","CRC 4,600.00","$2,808.85"
INV-011201,2,2.00,"13,008.85","CRC 10,200.00","$2,808.85"
INV-009688,5,5.00,"22,226.53","CRC 19,417.86","$2,808.67"
INV-005521,1,1.00,"10,707.96","CRC 7,900.00","$2,807.96"
INV-004516,1,1.00,"10,707.96","CRC 7,900.19","$2,807.77"
INV-013899,1,1.00,"10,707.96","CRC 7,900.19","$2,807.77"
INV-012989,2,2.00,"10,619.47","CRC 7,815.00","$2,804.47"
INV-012082,3,3.00,"13,922.12","CRC 11,118.00","$2,804.12"
INV-002040,1,1.00,"14,867.26","CRC 12,063.54","$2,803.72"
INV-006760,2,2.00,"14,003.54","CRC 11,200.00","$2,803.54"
INV-015397,2,2.00,"17,585.84","CRC 14,782.67","$2,803.17"
INV-013621,2,2.00,"13,840.71","CRC 11,040.00","$2,800.71"
INV-007116,1,1.00,"6,991.15","CRC 4,191.00","$2,800.15"
INV-014622,1,1.00,"12,610.62","CRC 9,811.16","$2,799.46"
INV-001653,1,1.00,"21,415.93","CRC 18,616.50","$2,799.43"
INV-001654,1,1.00,"21,415.93","CRC 18,616.50","$2,799.43"
INV-003223,1,1.00,"10,707.96","CRC 7,908.86","$2,799.10"
INV-015376,2,2.00,"8,681.41","CRC 5,884.15","$2,797.26"
INV-013419,1,1.00,"19,203.54","CRC 16,407.10","$2,796.44"
INV-003536,3,3.00,"10,088.49","CRC 7,294.08","$2,794.41"
INV-001781,3,3.00,"11,238.94","CRC 8,445.58","$2,793.36"
INV-006827,4,4.00,"10,000.00","CRC 7,207.72","$2,792.28"
INV-004867,3,3.00,"9,292.03","CRC 6,500.00","$2,792.03"
INV-010502,2,2.00,"14,336.28","CRC 11,544.30","$2,791.98"
INV-009141,2,2.00,"5,486.72","CRC 2,695.00","$2,791.72"
INV-002288,1,1.00,"10,530.97","CRC 7,740.00","$2,790.97"
INV-006450,6,6.00,"15,486.72","CRC 12,696.22","$2,790.50"
INV-016682,1,1.00,"6,757.52","CRC 3,969.00","$2,788.52"
INV-005855,2,2.00,"5,486.73","CRC 2,700.00","$2,786.73"
INV-014537,1,1.00,"9,734.51","CRC 6,948.42","$2,786.09"
INV-014851,1,1.00,"14,084.96","CRC 11,300.00","$2,784.96"
INV-005015,1,1.00,"10,530.97","CRC 7,746.87","$2,784.10"
INV-007381,1,1.00,"10,530.97","CRC 7,746.87","$2,784.10"
INV-007383,1,1.00,"10,530.97","CRC 7,746.87","$2,784.10"
INV-009320,2,2.00,"10,707.96","CRC 7,927.50","$2,780.46"
INV-004465,8,5.00,"13,761.06","CRC 10,980.65","$2,780.41"
INV-004554,1,1.00,"10,619.47","CRC 7,840.41","$2,779.06"
INV-004846,1,1.00,"10,619.47","CRC 7,840.41","$2,779.06"
INV-006429,1,1.00,"10,619.47","CRC 7,840.41","$2,779.06"
INV-012428,1,1.00,"14,247.79","CRC 11,469.00","$2,778.79"
INV-013889,6,2.00,"6,902.65","CRC 4,125.13","$2,777.52"
INV-007139,2,2.00,"13,759.29","CRC 10,982.22","$2,777.07"
INV-000662,4,4.00,"15,575.22","CRC 12,800.00","$2,775.22"
INV-001487,10,10.00,"9,415.93","CRC 6,641.62","$2,774.31"
INV-014281,2,2.00,"5,752.21","CRC 2,979.00","$2,773.21"
INV-013144,10,10.00,"3,982.30","CRC 1,210.00","$2,772.30"
INV-007233,2,2.00,"14,003.54","CRC 11,231.76","$2,771.78"
INV-014286,9,2.00,"3,761.06",CRC 990.00,"$2,771.06"
INV-011230,1,1.00,"12,619.47","CRC 9,850.00","$2,769.47"
INV-014750,1,1.00,"12,619.47","CRC 9,850.00","$2,769.47"
INV-014945,1,1.00,"12,619.47","CRC 9,850.00","$2,769.47"
INV-015490,1,1.00,"12,619.47","CRC 9,850.00","$2,769.47"
INV-003951,20,20.00,"7,079.65","CRC 4,311.00","$2,768.65"
INV-000430,2,2.00,"17,168.14","CRC 14,400.00","$2,768.14"
INV-000921,2,2.00,"57,168.14","CRC 54,400.00","$2,768.14"
INV-014231,1,1.00,"2,768.14",CRC 0.01,"$2,768.13"
INV-001734,1,1.00,"10,619.47","CRC 7,851.95","$2,767.52"
INV-014573,1,1.00,"10,619.47","CRC 7,851.95","$2,767.52"
INV-012056,2,2.00,"14,166.37","CRC 11,400.00","$2,766.37"
INV-005339,1,1.00,"8,849.56","CRC 6,083.64","$2,765.92"
INV-010976,1,1.00,"14,166.37","CRC 11,402.47","$2,763.90"
INV-014863,9,9.00,"8,442.48","CRC 5,679.00","$2,763.48"
INV-000982,1,1.00,"29,911.50","CRC 27,148.04","$2,763.46"
INV-014833,1,1.00,"10,421.24","CRC 7,658.00","$2,763.24"
INV-014920,1,1.00,"10,421.24","CRC 7,658.00","$2,763.24"
INV-009797,1,1.00,"14,166.37","CRC 11,405.03","$2,761.34"
INV-000705,2,2.00,"36,460.18","CRC 33,699.10","$2,761.08"
INV-005372,2,2.00,"4,955.75","CRC 2,195.36","$2,760.39"
INV-008616,2,2.00,"8,495.57","CRC 5,735.50","$2,760.07"
INV-004172,5,5.00,"12,831.86","CRC 10,074.52","$2,757.34"
INV-013455,2,2.00,"10,746.90","CRC 7,990.00","$2,756.90"
INV-009985,3,3.00,"3,893.80","CRC 1,138.50","$2,755.30"
INV-001774,3,3.00,"5,309.73","CRC 2,555.06","$2,754.67"
INV-014746,6,6.00,"30,504.43","CRC 27,749.95","$2,754.48"
INV-012703,2,2.00,"13,840.71","CRC 11,087.06","$2,753.65"
INV-009278,2,2.00,"12,743.36","CRC 9,990.00","$2,753.36"
INV-012925,1,1.00,"10,442.48","CRC 7,690.00","$2,752.48"
INV-002836,3,3.00,"11,681.42","CRC 8,932.38","$2,749.04"
INV-002001,1,1.00,"10,442.48","CRC 7,694.18","$2,748.30"
INV-014018,"2,501",1.00,"4,955.75","CRC 2,207.96","$2,747.79"
INV-000746,2,2.00,"6,991.15","CRC 4,247.50","$2,743.65"
INV-005114,8,8.00,"9,911.50","CRC 7,168.00","$2,743.50"
INV-009894,1,1.00,"2,743.36",CRC 0.00,"$2,743.36"
INV-015247,2,2.00,"11,150.44","CRC 8,407.30","$2,743.14"
INV-003134,1,1.00,"10,442.48","CRC 7,700.00","$2,742.48"
INV-004005,1,1.00,"10,442.48","CRC 7,700.00","$2,742.48"
INV-004899,1,1.00,"10,442.48","CRC 7,700.00","$2,742.48"
INV-012883,2,2.00,"10,265.49","CRC 7,523.12","$2,742.37"
INV-000514,2,2.00,"24,424.78","CRC 21,684.44","$2,740.34"
INV-009831,1,1.00,"9,734.51","CRC 6,995.00","$2,739.51"
INV-016716,1,1.00,"7,079.65","CRC 4,341.29","$2,738.36"
INV-008572,4,4.00,"10,000.00","CRC 7,262.00","$2,738.00"
INV-006532,1,1.00,"10,530.97","CRC 7,794.57","$2,736.40"
INV-006869,5,5.00,"13,716.81","CRC 10,980.65","$2,736.16"
INV-013700,1,1.00,"5,132.74","CRC 2,400.00","$2,732.74"
INV-003388,1,1.00,"10,442.48","CRC 7,710.00","$2,732.48"
INV-003406,1,1.00,"10,442.48","CRC 7,710.00","$2,732.48"
INV-006232,1,1.00,"10,442.48","CRC 7,710.00","$2,732.48"
INV-001576,1,1.00,"10,530.97","CRC 7,800.00","$2,730.97"
INV-002559,1,1.00,"10,530.97","CRC 7,800.00","$2,730.97"
INV-008525,1,1.00,"10,530.97","CRC 7,800.00","$2,730.97"
INV-008327,3,3.00,"9,203.54","CRC 6,474.14","$2,729.40"
INV-004141,2,2.00,"6,991.15","CRC 4,263.50","$2,727.65"
INV-001199,1,1.00,"20,619.47","CRC 17,892.80","$2,726.67"
INV-016764,1,1.00,"6,725.66","CRC 4,000.00","$2,725.66"
INV-000494,1,1.00,"10,265.49","CRC 7,540.00","$2,725.49"
INV-016909,1,1.00,"8,223.00","CRC 5,500.00","$2,723.00"
INV-005100,4,1.00,"7,566.37","CRC 4,844.40","$2,721.97"
INV-001517,3,3.00,"11,504.43","CRC 8,782.90","$2,721.53"
INV-004821,1,1.00,"10,442.48","CRC 7,722.16","$2,720.32"
INV-005750,1,1.00,"10,442.48","CRC 7,722.16","$2,720.32"
INV-012932,1,1.00,"10,442.48","CRC 7,722.16","$2,720.32"
INV-008336,1,1.00,"10,353.98","CRC 7,635.48","$2,718.50"
INV-014919,1,1.00,"10,353.98","CRC 7,635.48","$2,718.50"
INV-004183,2,2.00,"3,893.81","CRC 1,177.00","$2,716.81"
INV-004125,1,1.00,"9,380.53","CRC 6,665.00","$2,715.53"
INV-014799,2,1.00,"9,513.27","CRC 6,798.71","$2,714.56"
INV-005622,1,1.00,"10,265.49","CRC 7,551.60","$2,713.89"
INV-000278,5,5.00,"29,853.09","CRC 27,139.61","$2,713.48"
INV-009602,2,2.00,"13,352.21","CRC 10,639.20","$2,713.01"
INV-006937,2,2.00,"10,258.41","CRC 7,545.60","$2,712.81"
INV-010189,2,2.00,"10,258.41","CRC 7,545.60","$2,712.81"
INV-001342,2,2.00,"9,911.50","CRC 7,200.00","$2,711.50"
INV-007157,3,3.00,"11,968.15","CRC 9,257.00","$2,711.15"
INV-006644,2,2.00,"9,646.02","CRC 6,936.00","$2,710.02"
INV-000116,3,3.00,"16,548.68","CRC 13,840.45","$2,708.23"
INV-001071,2,2.00,"16,194.69","CRC 13,486.82","$2,707.87"
INV-001250,1,1.00,"11,681.42","CRC 8,975.26","$2,706.16"
INV-011598,2,2.00,"12,106.20","CRC 9,402.00","$2,704.20"
INV-000828,2,2.00,"21,769.91","CRC 19,066.08","$2,703.83"
INV-015228,6,3.00,"12,876.10","CRC 10,173.57","$2,702.53"
INV-016155,4,4.00,"5,663.72","CRC 2,961.38","$2,702.34"
INV-004611,6,6.00,"15,221.24","CRC 12,520.65","$2,700.59"
INV-000222,2,2.00,"15,398.23","CRC 12,699.25","$2,698.98"
INV-011462,1,1.00,"10,353.98","CRC 7,657.20","$2,696.78"
INV-003056,3,3.00,"10,796.46","CRC 8,100.00","$2,696.46"
INV-014213,1,1.00,"13,596.46","CRC 10,900.00","$2,696.46"
INV-004501,3,3.00,"10,442.48","CRC 7,746.53","$2,695.95"
INV-010601,4,4.00,"8,407.08","CRC 5,712.00","$2,695.08"
INV-014568,3,3.00,"29,115.04","CRC 26,420.00","$2,695.04"
INV-000657,1,1.00,"20,442.48","CRC 17,747.49","$2,694.99"
INV-012745,1,1.00,"13,759.29","CRC 11,066.70","$2,692.59"
INV-010389,2,2.00,"8,672.57","CRC 5,980.00","$2,692.57"
INV-002253,4,2.00,"28,318.59","CRC 25,626.67","$2,691.92"
INV-012591,2,2.00,"10,088.50","CRC 7,400.00","$2,688.50"
INV-014905,4,4.00,"23,447.79","CRC 20,759.96","$2,687.83"
INV-006115,4,4.00,"3,451.33",CRC 764.50,"$2,686.83"
INV-002022,2,2.00,"10,265.49","CRC 7,579.00","$2,686.49"
INV-002318,2,2.00,"10,000.00","CRC 7,314.40","$2,685.60"
INV-007881,3,3.00,"11,235.39","CRC 8,550.00","$2,685.39"
INV-000299,1,1.00,"17,345.13","CRC 14,661.79","$2,683.34"
INV-009245,2,2.00,"10,530.97","CRC 7,848.24","$2,682.73"
INV-004623,1,1.00,"10,176.99","CRC 7,495.00","$2,681.99"
INV-010688,1,1.00,"9,380.53","CRC 6,700.00","$2,680.53"
INV-004575,2,2.00,"10,530.98","CRC 7,853.54","$2,677.44"
INV-005135,1,1.00,"10,176.99","CRC 7,500.00","$2,676.99"
INV-008256,3,3.00,"27,925.66","CRC 25,249.08","$2,676.58"
INV-003395,1,1.00,"11,853.98","CRC 9,180.00","$2,673.98"
INV-000830,5,5.00,"13,628.32","CRC 10,954.36","$2,673.96"
INV-012165,2,2.00,"10,088.49","CRC 7,415.25","$2,673.24"
INV-015613,1,1.00,"10,176.99","CRC 7,505.26","$2,671.73"
INV-001796,8,8.00,"9,911.50","CRC 7,240.00","$2,671.50"
INV-001543,1,1.00,"10,176.99","CRC 7,507.29","$2,669.70"
INV-008746,1,1.00,"10,176.99","CRC 7,507.29","$2,669.70"
