Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-001513,1,1.00,"38,672.57","CRC 28,631.75","$10,040.82"
INV-016057,2,2.00,"28,495.58","CRC 18,462.06","$10,033.52"
INV-006202,2,2.00,"38,584.07","CRC 28,551.02","$10,033.05"
INV-006214,1,1.00,"11,504.42","CRC 1,474.00","$10,030.42"
INV-001561,5,5.00,"165,575.21","CRC 155,544.96","$10,030.25"
INV-003788,6,6.00,"37,345.13","CRC 27,318.50","$10,026.63"
INV-010035,2,2.00,"36,637.16","CRC 26,613.90","$10,023.26"
INV-013572,8,8.00,"33,217.69","CRC 23,200.00","$10,017.69"
INV-010322,2,2.00,"38,230.09","CRC 28,220.66","$10,009.43"
INV-006809,2,2.00,"48,116.81","CRC 38,107.88","$10,008.93"
INV-001563,5,5.00,"72,566.36","CRC 62,563.06","$10,003.30"
INV-014925,1,1.00,"37,876.11","CRC 27,875.00","$10,001.11"
INV-001443,17,1.00,"30,000.00","CRC 20,000.00","$10,000.00"
INV-011764,3,1.00,"27,699.12","CRC 17,700.00","$9,999.12"
INV-017001,1,1.00,"36,106.19","CRC 26,113.31","$9,992.88"
INV-009083,1,1.00,"26,991.15","CRC 17,000.00","$9,991.15"
INV-011195,1,1.00,"15,929.20","CRC 5,940.00","$9,989.20"
INV-014314,1,1.00,"17,787.61","CRC 7,800.00","$9,987.61"
INV-003157,2,2.00,"38,053.10","CRC 28,067.02","$9,986.08"
INV-011320,2,2.00,"38,053.10","CRC 28,067.02","$9,986.08"
INV-012212,16,4.00,"36,637.17","CRC 26,656.00","$9,981.17"
INV-011318,2,2.00,"50,966.37","CRC 40,985.54","$9,980.83"
INV-000032,2,2.00,"16,283.19","CRC 6,303.00","$9,980.19"
INV-004166,2,2.00,"14,159.29","CRC 4,180.00","$9,979.29"
INV-004535,2,2.00,"38,230.09","CRC 28,255.42","$9,974.67"
INV-013919,3,3.00,"30,265.48","CRC 20,291.00","$9,974.48"
INV-016421,3,3.00,"39,504.43","CRC 29,530.74","$9,973.69"
INV-008506,14,4.00,"25,575.23","CRC 15,604.04","$9,971.19"
INV-003028,3,3.00,"38,053.10","CRC 28,084.08","$9,969.02"
INV-002275,4,4.00,"37,787.61","CRC 27,834.45","$9,953.16"
INV-013838,2,2.00,"14,336.28","CRC 4,389.00","$9,947.28"
INV-005702,1,1.00,"15,044.25","CRC 5,098.50","$9,945.75"
INV-013122,7,2.00,"14,823.01","CRC 4,878.50","$9,944.51"
INV-010765,6,4.00,"17,761.06","CRC 7,819.44","$9,941.62"
INV-015614,5,1.00,"44,941.60","CRC 35,000.00","$9,941.60"
INV-007763,6,6.00,"26,460.18","CRC 16,520.71","$9,939.47"
INV-002522,1,1.00,"14,159.29","CRC 4,224.00","$9,935.29"
INV-001350,33,23.00,"33,274.34","CRC 23,340.07","$9,934.27"
INV-015088,1,1.00,"15,530.97","CRC 5,599.00","$9,931.97"
INV-016393,1,1.00,"15,530.97","CRC 5,599.00","$9,931.97"
INV-006544,4,2.00,"36,194.69","CRC 26,265.48","$9,929.21"
INV-016844,1,1.00,"15,531.00","CRC 5,604.50","$9,926.50"
INV-013173,1,1.00,"15,530.97","CRC 5,604.50","$9,926.47"
INV-014219,1,1.00,"15,530.97","CRC 5,604.50","$9,926.47"
INV-014966,1,1.00,"15,530.97","CRC 5,604.50","$9,926.47"
INV-015116,18,8.00,"29,292.04","CRC 19,366.40","$9,925.64"
INV-006779,1,1.00,"22,123.89","CRC 12,200.95","$9,922.94"
INV-010349,2,2.00,"22,743.36","CRC 12,821.46","$9,921.90"
INV-002126,7,7.00,"89,380.53","CRC 79,458.73","$9,921.80"
INV-007606,2,2.00,"35,398.23","CRC 25,480.00","$9,918.23"
INV-015289,4,4.00,"23,628.32","CRC 13,710.81","$9,917.51"
INV-008963,3,3.00,"41,415.93","CRC 31,499.18","$9,916.75"
INV-013397,1,1.00,"37,876.11","CRC 27,961.60","$9,914.51"
INV-011210,3,3.00,"26,548.67","CRC 16,640.64","$9,908.03"
INV-014164,3,3.00,"38,761.05","CRC 28,854.96","$9,906.09"
INV-011407,3,3.00,"37,699.12","CRC 27,795.00","$9,904.12"
INV-012041,3,3.00,"37,699.12","CRC 27,795.00","$9,904.12"
INV-017091,5,5.00,"26,785.00","CRC 16,882.72","$9,902.28"
INV-014894,6,1.00,"44,900.89","CRC 35,000.00","$9,900.89"
INV-015932,8,3.00,"39,038.94","CRC 29,141.54","$9,897.40"
INV-012589,1,1.00,"37,964.60","CRC 28,067.57","$9,897.03"
INV-011051,6,1.00,"33,845.13","CRC 23,950.00","$9,895.13"
INV-015105,1,1.00,"44,893.81","CRC 35,000.00","$9,893.81"
INV-003303,9,1.00,"30,973.46","CRC 21,080.07","$9,893.39"
INV-014942,3,3.00,"50,233.63","CRC 40,342.59","$9,891.04"
INV-001327,13,3.00,"47,079.65","CRC 37,191.28","$9,888.37"
INV-005429,2,2.00,"38,053.10","CRC 28,169.18","$9,883.92"
INV-008239,2,2.00,"38,053.10","CRC 28,169.18","$9,883.92"
INV-008740,2,2.00,"38,053.10","CRC 28,169.18","$9,883.92"
INV-001316,1,1.00,"37,876.11","CRC 27,995.00","$9,881.11"
INV-001823,1,1.00,"37,876.11","CRC 27,995.00","$9,881.11"
INV-005308,2,2.00,"37,699.12","CRC 27,818.18","$9,880.94"
INV-005469,1,1.00,"13,274.34","CRC 3,393.50","$9,880.84"
INV-005077,6,6.00,"37,168.13","CRC 27,290.20","$9,877.93"
INV-000475,1,1.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-002767,1,1.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-006947,1,1.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-009643,1,1.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-012254,1,1.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-014646,2,2.00,"37,876.11","CRC 28,000.00","$9,876.11"
INV-004297,2,2.00,"37,876.10","CRC 28,000.00","$9,876.10"
INV-006212,3,3.00,"21,575.22","CRC 11,699.62","$9,875.60"
INV-015751,3,3.00,"38,469.02","CRC 28,593.60","$9,875.42"
INV-010253,1,1.00,"33,185.84","CRC 23,311.20","$9,874.64"
INV-007177,1,1.00,"16,194.69","CRC 6,325.00","$9,869.69"
INV-011947,3,3.00,"32,810.62","CRC 22,944.80","$9,865.82"
INV-006502,2,2.00,"35,398.23","CRC 25,539.88","$9,858.35"
INV-014256,12,2.00,"38,761.06","CRC 28,905.66","$9,855.40"
INV-015958,1,1.00,"32,654.87","CRC 22,800.00","$9,854.87"
INV-004606,6,6.00,"36,194.69","CRC 26,340.26","$9,854.43"
INV-015235,2,2.00,"15,752.22","CRC 5,900.00","$9,852.22"
INV-008970,9,6.00,"44,685.12","CRC 34,835.54","$9,849.58"
INV-004413,4,4.00,"26,548.67","CRC 16,700.51","$9,848.16"
INV-009817,1,1.00,"36,283.19","CRC 26,440.00","$9,843.19"
INV-000142,2,2.00,"44,221.24","CRC 34,380.00","$9,841.24"
INV-016953,1,1.00,"32,240.00","CRC 22,400.00","$9,840.00"
INV-003109,8,8.00,"35,575.21","CRC 25,736.07","$9,839.14"
INV-014329,1,1.00,"37,787.61","CRC 27,950.00","$9,837.61"
INV-015934,11,1.00,"22,212.39","CRC 12,375.00","$9,837.39"
INV-015371,"5,001",1.00,"25,132.75","CRC 15,300.00","$9,832.75"
INV-002182,3,1.00,"16,814.16","CRC 6,985.00","$9,829.16"
INV-002525,3,1.00,"16,814.16","CRC 6,985.00","$9,829.16"
INV-003020,3,1.00,"16,814.16","CRC 6,985.00","$9,829.16"
INV-003382,3,1.00,"16,814.16","CRC 6,985.00","$9,829.16"
INV-000050,1,1.00,"15,929.20","CRC 6,105.00","$9,824.20"
INV-008558,1,1.00,"47,791.15","CRC 37,968.11","$9,823.04"
INV-001695,11,11.00,"37,787.61","CRC 27,966.44","$9,821.17"
INV-014171,4,4.00,"24,424.78","CRC 14,604.00","$9,820.78"
INV-004399,1,1.00,"13,274.34","CRC 3,454.00","$9,820.34"
INV-014529,3,3.00,"37,256.64","CRC 27,442.40","$9,814.24"
INV-012081,4,4.00,"37,522.12","CRC 27,710.00","$9,812.12"
INV-016484,1,1.00,"15,929.20","CRC 6,125.14","$9,804.06"
INV-011096,1,1.00,"15,929.20","CRC 6,125.27","$9,803.93"
INV-003555,2,2.00,"37,699.12","CRC 27,900.00","$9,799.12"
INV-003586,1,1.00,"37,699.12","CRC 27,900.00","$9,799.12"
INV-008657,2,2.00,"37,699.12","CRC 27,900.00","$9,799.12"
INV-010357,3,3.00,"38,672.56","CRC 28,875.00","$9,797.56"
INV-012085,1,1.00,"25,132.74","CRC 15,336.00","$9,796.74"
INV-006130,3,3.00,"37,168.14","CRC 27,373.00","$9,795.14"
INV-013562,2,2.00,"37,522.12","CRC 27,727.18","$9,794.94"
INV-012891,2,2.00,"15,752.21","CRC 5,960.00","$9,792.21"
INV-016514,8,2.00,"31,752.21","CRC 21,961.64","$9,790.57"
INV-012164,2,2.00,"54,796.46","CRC 45,006.40","$9,790.06"
INV-013378,1,1.00,"50,070.80","CRC 40,285.87","$9,784.93"
INV-010948,8,8.00,"36,814.16","CRC 27,030.40","$9,783.76"
INV-004380,1,1.00,"32,743.36","CRC 22,960.00","$9,783.36"
INV-002998,9,3.00,"32,212.40","CRC 22,430.86","$9,781.54"
INV-015996,4,1.00,"29,778.76","CRC 20,000.00","$9,778.76"
INV-015436,2,2.00,"41,946.90","CRC 32,169.76","$9,777.14"
INV-000376,2,2.00,"16,309.73","CRC 6,534.00","$9,775.73"
INV-000392,2,2.00,"16,309.73","CRC 6,534.00","$9,775.73"
INV-012875,5,5.00,"26,725.66","CRC 16,950.00","$9,775.66"
INV-004000,3,3.00,"26,548.68","CRC 16,775.48","$9,773.20"
INV-004044,9,2.00,"31,106.20","CRC 21,337.59","$9,768.61"
INV-007572,2,2.00,"37,522.12","CRC 27,754.56","$9,767.56"
INV-015157,2,2.00,"37,522.12","CRC 27,754.56","$9,767.56"
INV-014577,7,1.00,"42,417.69","CRC 32,650.80","$9,766.89"
INV-008382,2,2.00,"37,345.13","CRC 27,578.76","$9,766.37"
INV-007430,4,4.00,"42,566.37","CRC 32,803.57","$9,762.80"
INV-011046,2,2.00,"44,221.24","CRC 34,460.00","$9,761.24"
INV-002826,3,3.00,"23,362.83","CRC 13,603.00","$9,759.83"
INV-016793,1,1.00,"32,389.38","CRC 22,630.00","$9,759.38"
INV-004880,1,1.00,"37,610.62","CRC 27,854.50","$9,756.12"
INV-005809,16,11.00,"25,686.72","CRC 15,937.81","$9,748.91"
INV-011312,16,6.00,"17,964.61","CRC 8,218.28","$9,746.33"
INV-002156,1,1.00,"37,522.12","CRC 27,778.47","$9,743.65"
INV-017406,9,1.00,"34,843.00","CRC 25,100.00","$9,743.00"
INV-008480,24,17.00,"39,038.94","CRC 29,297.20","$9,741.74"
INV-007848,1,1.00,"16,283.19","CRC 6,545.00","$9,738.19"
INV-002471,3,3.00,"37,168.14","CRC 27,430.32","$9,737.82"
INV-009954,2,2.00,"37,168.14","CRC 27,435.22","$9,732.92"
INV-014774,2,2.00,"16,446.02","CRC 6,713.77","$9,732.25"
INV-002584,1,1.00,"15,929.20","CRC 6,198.50","$9,730.70"
INV-001105,8,8.00,"15,575.22","CRC 5,852.00","$9,723.22"
INV-001985,2,2.00,"38,495.57","CRC 28,772.59","$9,722.98"
INV-005547,1,1.00,"15,398.23","CRC 5,676.00","$9,722.23"
INV-008905,1,1.00,"15,398.23","CRC 5,676.00","$9,722.23"
INV-009152,1,1.00,"15,398.23","CRC 5,676.00","$9,722.23"
INV-016977,6,1.00,"25,973.45","CRC 16,252.49","$9,720.96"
INV-001765,2,2.00,"43,716.81","CRC 34,000.00","$9,716.81"
INV-012857,2,2.00,"43,716.81","CRC 34,000.00","$9,716.81"
INV-012562,3,3.00,"36,991.15","CRC 27,275.66","$9,715.49"
INV-001852,1,1.00,"15,929.20","CRC 6,215.00","$9,714.20"
INV-006337,1,1.00,"15,929.20","CRC 6,215.00","$9,714.20"
INV-017367,1,1.00,"32,212.39","CRC 22,500.00","$9,712.39"
INV-005330,2,2.00,"37,168.14","CRC 27,457.00","$9,711.14"
INV-002068,5,5.00,"36,017.70","CRC 26,307.17","$9,710.53"
INV-014511,2,2.00,"17,699.12","CRC 7,990.00","$9,709.12"
INV-000012,1,1.00,"15,929.20","CRC 6,220.50","$9,708.70"
INV-007713,2,2.00,"49,663.72","CRC 39,955.55","$9,708.17"
INV-015708,2,2.00,"37,345.13","CRC 27,641.34","$9,703.79"
INV-013014,3,3.00,"28,141.60","CRC 18,440.32","$9,701.28"
INV-009302,1,1.00,"49,500.88","CRC 39,800.00","$9,700.88"
INV-012727,14,2.00,"35,497.35","CRC 25,800.00","$9,697.35"
INV-008407,1,1.00,"24,778.76","CRC 15,086.52","$9,692.24"
INV-007679,1,1.00,"16,853.10","CRC 7,161.00","$9,692.10"
INV-013531,2,2.00,"36,991.15","CRC 27,300.00","$9,691.15"
INV-002655,3,2.00,"34,690.27","CRC 25,000.06","$9,690.21"
INV-008360,10,10.00,"15,044.25","CRC 5,357.00","$9,687.25"
INV-016846,2,2.00,"25,486.72","CRC 15,800.00","$9,686.72"
INV-016608,2,2.00,"30,796.46","CRC 21,111.40","$9,685.06"
INV-006926,5,5.00,"36,814.16","CRC 27,132.00","$9,682.16"
INV-006927,5,5.00,"36,814.16","CRC 27,132.00","$9,682.16"
INV-001865,3,1.00,"16,659.29","CRC 6,985.00","$9,674.29"
INV-013668,7,2.00,"47,747.79","CRC 38,073.60","$9,674.19"
INV-004016,2,2.00,"36,814.16","CRC 27,142.43","$9,671.73"
INV-010171,1,1.00,"37,168.14","CRC 27,500.00","$9,668.14"
INV-016591,4,4.00,"24,247.80","CRC 14,580.94","$9,666.86"
INV-013099,12,1.00,"20,663.72","CRC 10,998.61","$9,665.11"
INV-001096,11,11.00,"53,008.85","CRC 43,344.19","$9,664.66"
INV-012570,2,2.00,"18,318.58","CRC 8,657.19","$9,661.39"
INV-011527,1,1.00,"15,876.11","CRC 6,215.00","$9,661.11"
INV-013957,1,1.00,"15,876.11","CRC 6,215.00","$9,661.11"
INV-014973,1,1.00,"15,876.11","CRC 6,215.00","$9,661.11"
INV-014498,1,1.00,"14,460.18","CRC 4,801.50","$9,658.68"
INV-012438,10,10.00,"33,097.35","CRC 23,442.60","$9,654.75"
INV-015099,4,4.00,"22,920.35","CRC 13,267.00","$9,653.35"
INV-011018,1,1.00,"29,646.02","CRC 20,000.00","$9,646.02"
INV-008914,3,3.00,"36,017.70","CRC 26,372.53","$9,645.17"
INV-008322,1,1.00,"15,840.71","CRC 6,198.50","$9,642.21"
INV-001660,1,1.00,"43,539.82","CRC 33,900.00","$9,639.82"
INV-009707,2,2.00,"49,419.47","CRC 39,781.10","$9,638.37"
INV-017233,5,1.00,"26,637.17","CRC 17,000.00","$9,637.17"
INV-015869,2,2.00,"22,610.00","CRC 12,975.34","$9,634.66"
INV-004323,2,2.00,"36,991.15","CRC 27,360.00","$9,631.15"
INV-008648,11,1.00,"28,318.59","CRC 18,689.40","$9,629.19"
INV-016436,2,2.00,"18,053.10","CRC 8,425.00","$9,628.10"
INV-013905,2,2.00,"30,973.46","CRC 21,345.94","$9,627.52"
INV-015968,1,1.00,"25,221.24","CRC 15,600.00","$9,621.24"
INV-000898,3,3.00,"17,787.61","CRC 8,173.00","$9,614.61"
INV-000157,2,2.00,"43,044.24","CRC 33,431.98","$9,612.26"
INV-015590,6,6.00,"34,955.76","CRC 25,350.00","$9,605.76"
INV-006723,13,6.00,"38,794.69","CRC 29,190.00","$9,604.69"
INV-003988,2,1.00,"11,946.91","CRC 2,343.00","$9,603.91"
INV-004917,12,1.00,"19,601.77","CRC 10,000.00","$9,601.77"
INV-006335,15,1.00,"19,380.53","CRC 9,784.00","$9,596.53"
INV-007751,4,4.00,"40,056.64","CRC 30,464.00","$9,592.64"
INV-017288,1,1.00,"31,769.91","CRC 22,177.50","$9,592.41"
INV-004400,1,1.00,"12,831.86","CRC 3,239.50","$9,592.36"
INV-005775,9,9.00,"35,398.23","CRC 25,810.96","$9,587.27"
INV-004430,2,2.00,"36,637.17","CRC 27,051.26","$9,585.91"
INV-009777,6,1.00,"31,460.17","CRC 21,880.16","$9,580.01"
INV-008809,12,1.00,"36,026.55","CRC 26,450.16","$9,576.39"
INV-003138,3,3.00,"42,477.88","CRC 32,904.25","$9,573.63"
INV-015597,1,1.00,"16,548.67","CRC 6,982.31","$9,566.36"
INV-004360,8,8.00,"25,398.23","CRC 15,835.13","$9,563.10"
INV-016138,1,1.00,"15,663.72","CRC 6,105.00","$9,558.72"
INV-008886,9,1.00,"29,557.53","CRC 20,000.00","$9,557.53"
INV-003044,1,1.00,"34,955.75","CRC 25,400.00","$9,555.75"
INV-015890,10,2.00,"19,628.31","CRC 10,074.26","$9,554.05"
INV-009903,5,5.00,"33,451.33","CRC 23,899.00","$9,552.33"
INV-004984,5,5.00,"19,557.53","CRC 10,005.50","$9,552.03"
INV-008990,1,1.00,"32,212.39","CRC 22,661.00","$9,551.39"
INV-005159,1,1.00,"13,274.34","CRC 3,723.50","$9,550.84"
INV-008503,3,3.00,"19,469.02","CRC 9,924.00","$9,545.02"
INV-010868,2,2.00,"36,548.67","CRC 27,004.11","$9,544.56"
INV-006970,4,4.00,"22,300.88","CRC 12,758.00","$9,542.88"
INV-007053,4,4.00,"22,300.88","CRC 12,758.00","$9,542.88"
INV-006919,6,1.00,"32,168.14","CRC 22,630.00","$9,538.14"
INV-004386,2,2.00,"36,637.17","CRC 27,100.00","$9,537.17"
INV-015135,2,2.00,"36,637.17","CRC 27,100.00","$9,537.17"
INV-014501,2,2.00,"36,637.16","CRC 27,100.00","$9,537.16"
INV-005075,6,6.00,"35,132.73","CRC 25,597.37","$9,535.36"
INV-010476,7,5.00,"42,173.45","CRC 32,638.18","$9,535.27"
INV-004490,1,1.00,"15,663.72","CRC 6,132.50","$9,531.22"
INV-004538,1,1.00,"15,663.72","CRC 6,132.50","$9,531.22"
INV-004064,4,4.00,"35,929.20","CRC 26,400.00","$9,529.20"
INV-004456,4,4.00,"39,008.84","CRC 29,479.79","$9,529.05"
INV-000882,5,5.00,"70,176.99","CRC 60,649.90","$9,527.09"
INV-004881,2,2.00,"22,123.89","CRC 12,600.00","$9,523.89"
INV-008585,5,5.00,"28,318.59","CRC 18,796.00","$9,522.59"
INV-015680,9,1.00,"27,522.12","CRC 18,000.00","$9,522.12"
INV-016521,2,2.00,"26,283.19","CRC 16,761.97","$9,521.22"
INV-014519,9,1.00,"29,469.03","CRC 19,950.00","$9,519.03"
INV-015093,3,3.00,"16,017.70","CRC 6,501.00","$9,516.70"
INV-010946,1,1.00,"34,513.27","CRC 25,000.00","$9,513.27"
INV-004393,1,1.00,"36,548.67","CRC 27,037.26","$9,511.41"
INV-013447,1,1.00,"32,743.36","CRC 23,235.87","$9,507.49"
INV-016416,1,1.00,"31,504.44","CRC 22,000.00","$9,504.44"
INV-004761,8,2.00,"31,150.45","CRC 21,646.52","$9,503.93"
INV-000681,14,2.00,"26,902.65","CRC 17,400.00","$9,502.65"
INV-013069,3,3.00,"52,088.49","CRC 42,586.80","$9,501.69"
INV-004198,2,2.00,"42,539.82","CRC 33,040.36","$9,499.46"
INV-012617,2,2.00,"14,415.93","CRC 4,917.00","$9,498.93"
INV-009772,2,2.00,"35,398.23","CRC 25,900.00","$9,498.23"
INV-012299,2,2.00,"35,398.23","CRC 25,900.00","$9,498.23"
INV-009280,14,8.00,"22,877.87","CRC 13,380.00","$9,497.87"
INV-000891,2,2.00,"18,495.57","CRC 8,998.00","$9,497.57"
INV-008544,9,5.00,"32,477.88","CRC 22,982.00","$9,495.88"
INV-007270,7,7.00,"37,876.10","CRC 28,381.63","$9,494.47"
INV-005387,2,2.00,"15,486.72","CRC 5,995.89","$9,490.83"
INV-014280,3,3.00,"27,964.60","CRC 18,473.91","$9,490.69"
INV-004499,1,1.00,"30,973.45","CRC 21,483.00","$9,490.45"
INV-009748,3,3.00,"46,569.91","CRC 37,080.00","$9,489.91"
INV-003209,3,3.00,"43,805.31","CRC 34,317.36","$9,487.95"
INV-003389,4,4.00,"25,137.17","CRC 15,651.32","$9,485.85"
INV-003390,4,4.00,"25,137.17","CRC 15,651.32","$9,485.85"
INV-001457,8,8.00,"104,141.59","CRC 94,656.00","$9,485.59"
INV-015560,2,2.00,"34,384.95","CRC 24,900.00","$9,484.95"
INV-007697,12,1.00,"26,769.91","CRC 17,285.07","$9,484.84"
INV-006278,7,2.00,"31,902.65","CRC 22,418.23","$9,484.42"
INV-001162,1,1.00,"36,371.68","CRC 26,888.24","$9,483.44"
INV-004683,8,8.00,"31,150.44","CRC 21,669.00","$9,481.44"
INV-007329,1,1.00,"13,185.84","CRC 3,707.00","$9,478.84"
INV-007408,2,2.00,"25,238.94","CRC 15,760.74","$9,478.20"
INV-009638,5,1.00,"24,783.19","CRC 15,309.38","$9,473.81"
INV-014170,3,3.00,"47,150.44","CRC 37,688.98","$9,461.46"
INV-003832,2,2.00,"36,460.18","CRC 27,000.00","$9,460.18"
INV-006153,1,1.00,"36,460.18","CRC 27,000.00","$9,460.18"
INV-006428,2,2.00,"36,460.18","CRC 27,000.00","$9,460.18"
INV-009058,2,2.00,"36,460.18","CRC 27,000.00","$9,460.18"
INV-009458,6,6.00,"47,546.91","CRC 38,089.20","$9,457.71"
INV-017174,2,2.00,"28,318.59","CRC 18,862.81","$9,455.78"
INV-013673,9,1.00,"13,380.53","CRC 3,927.00","$9,453.53"
INV-008926,4,4.00,"29,203.54","CRC 19,750.02","$9,453.52"
INV-007788,4,4.00,"31,150.45","CRC 21,698.50","$9,451.95"
INV-001705,1,1.00,"14,159.29","CRC 4,708.00","$9,451.29"
INV-002064,1,1.00,"14,159.29","CRC 4,708.00","$9,451.29"
INV-017023,1,1.00,"14,159.29","CRC 4,708.00","$9,451.29"
INV-000602,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-001683,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-004242,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-005838,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-008956,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-011097,4,4.00,"36,106.19","CRC 26,656.00","$9,450.19"
INV-013330,5,1.00,"29,646.02","CRC 20,196.32","$9,449.70"
INV-006102,2,2.00,"36,194.69","CRC 26,753.75","$9,440.94"
INV-016480,1,1.00,"23,040.71","CRC 13,600.00","$9,440.71"
INV-006135,2,2.00,"17,699.12","CRC 8,260.00","$9,439.12"
INV-006001,5,1.00,"13,628.32","CRC 4,191.00","$9,437.32"
INV-004427,7,2.00,"31,637.17","CRC 22,200.00","$9,437.17"
INV-005011,1,1.00,"22,123.89","CRC 12,693.97","$9,429.92"
INV-002135,2,2.00,"36,106.19","CRC 26,677.10","$9,429.09"
INV-007932,4,4.00,"33,982.30","CRC 24,553.58","$9,428.72"
INV-001857,3,3.00,"36,991.15","CRC 27,566.35","$9,424.80"
INV-004596,4,4.00,"22,123.90","CRC 12,700.00","$9,423.90"
INV-017123,7,1.00,"29,423.00","CRC 20,000.00","$9,423.00"
INV-004468,12,1.00,"26,415.93","CRC 17,000.00","$9,415.93"
INV-009224,11,4.00,"46,681.42","CRC 37,269.28","$9,412.14"
INV-008522,3,3.00,"37,787.62","CRC 28,375.66","$9,411.96"
INV-012031,13,1.00,"48,198.23","CRC 38,788.13","$9,410.10"
INV-006710,1,1.00,"23,008.85","CRC 13,600.00","$9,408.85"
INV-007310,1,1.00,"23,008.85","CRC 13,600.00","$9,408.85"
INV-008473,1,1.00,"23,008.85","CRC 13,600.00","$9,408.85"
INV-008618,1,1.00,"32,743.36","CRC 23,336.00","$9,407.36"
INV-016186,2,2.00,"19,469.03","CRC 10,062.00","$9,407.03"
INV-014144,12,4.00,"20,176.99","CRC 10,774.16","$9,402.83"
INV-005026,8,5.00,"33,141.59","CRC 23,739.44","$9,402.15"
INV-009781,2,2.00,"33,893.80","CRC 24,495.00","$9,398.80"
INV-001542,1,1.00,"14,159.29","CRC 4,768.50","$9,390.79"
INV-002649,1,1.00,"14,159.29","CRC 4,768.50","$9,390.79"
INV-003135,1,1.00,"14,159.29","CRC 4,768.50","$9,390.79"
INV-007718,7,7.00,"46,162.83","CRC 36,772.40","$9,390.43"
INV-005082,2,2.00,"35,929.20","CRC 26,542.10","$9,387.10"
INV-012417,3,1.00,"34,336.28","CRC 24,950.00","$9,386.28"
INV-015495,2,2.00,"30,796.46","CRC 21,424.34","$9,372.12"
INV-014039,1,1.00,"42,371.68","CRC 33,000.00","$9,371.68"
INV-009187,2,2.00,"50,495.58","CRC 41,135.00","$9,360.58"
INV-015162,4,4.00,"29,557.52","CRC 20,199.20","$9,358.32"
INV-003145,2,2.00,"14,159.29","CRC 4,807.00","$9,352.29"
INV-012836,2,2.00,"47,709.73","CRC 38,357.65","$9,352.08"
INV-015741,19,19.00,"20,442.48","CRC 11,090.42","$9,352.06"
INV-004785,4,1.00,"27,477.87","CRC 18,130.32","$9,347.55"
INV-004263,1,1.00,"15,889.38","CRC 6,545.00","$9,344.38"
INV-014180,1,1.00,"15,889.38","CRC 6,545.00","$9,344.38"
INV-001249,15,5.00,"28,141.59","CRC 18,800.04","$9,341.55"
INV-011996,4,4.00,"13,619.47","CRC 4,279.00","$9,340.47"
INV-001510,2,2.00,"35,752.21","CRC 26,412.38","$9,339.83"
INV-001511,2,2.00,"35,752.21","CRC 26,412.38","$9,339.83"
INV-009448,4,4.00,"42,824.78","CRC 33,484.99","$9,339.79"
INV-008883,12,2.00,"26,548.67","CRC 17,209.00","$9,339.67"
INV-000133,4,4.00,"57,000.00","CRC 47,662.03","$9,337.97"
INV-004054,2,1.00,"10,619.47","CRC 1,281.50","$9,337.97"
INV-003662,3,3.00,"63,805.31","CRC 54,467.41","$9,337.90"
INV-006003,5,5.00,"27,079.64","CRC 17,744.00","$9,335.64"
INV-008379,1,1.00,"35,929.20","CRC 26,595.00","$9,334.20"
INV-008531,1,1.00,"35,929.20","CRC 26,595.00","$9,334.20"
INV-006565,3,3.00,"34,194.69","CRC 24,861.43","$9,333.26"
INV-005786,4,1.00,"33,230.08","CRC 23,900.00","$9,330.08"
INV-008579,2,2.00,"35,929.20","CRC 26,600.00","$9,329.20"
INV-011659,4,4.00,"27,433.63","CRC 18,105.51","$9,328.12"
INV-016952,2,2.00,"25,575.22","CRC 16,247.74","$9,327.48"
INV-005819,3,3.00,"16,460.18","CRC 7,134.30","$9,325.88"
INV-004876,2,2.00,"34,867.26","CRC 25,542.80","$9,324.46"
INV-014601,3,3.00,"35,486.72","CRC 26,168.00","$9,318.72"
INV-005271,3,3.00,"35,486.73","CRC 26,174.40","$9,312.33"
INV-015866,4,2.00,"12,920.36","CRC 3,613.50","$9,306.86"
INV-008234,1,1.00,"35,398.23","CRC 26,093.52","$9,304.71"
INV-007812,8,3.00,"16,769.91","CRC 7,465.95","$9,303.96"
INV-012213,1,1.00,"43,296.46","CRC 33,992.94","$9,303.52"
INV-014433,2,2.00,"35,309.74","CRC 26,010.30","$9,299.44"
INV-003944,1,1.00,"33,628.32","CRC 24,328.98","$9,299.34"
INV-004343,2,1.00,"14,469.02","CRC 5,170.00","$9,299.02"
INV-006685,2,2.00,"35,398.23","CRC 26,100.00","$9,298.23"
INV-003273,2,2.00,"35,486.72","CRC 26,190.00","$9,296.72"
INV-006882,1,1.00,"47,546.90","CRC 38,258.10","$9,288.80"
INV-008794,5,2.00,"51,686.90","CRC 42,398.62","$9,288.28"
